samplingPoint.notation,PERMIT_REF,VERSION,OUTLET_NUMBER,EFFLUENT_NUMBER
SW-6WXE0342,100695,2,1,1
SW-A4070439,011348,7,1,1
SW-81929908,302707,9,1,2
SW-6WXE0291,101763,2,1,1
SW-73040172,DRA 1382,7,1,1
SW-91241116,NRA-SW-0406,7,1,2
SW-6WXE0345,082087,2,1,1
SW-72920157,203792,6,1,1
SW-50210021,402297,4,1,1
SW-Z8490105,102344,4,1,1
SW-70630153,203388,6,1,01
SW-A2280104,010091,3,1,1
SW-50340493,040628,6,1,2
SW-E3180001,100288,6,1,2
SW-60031323,EPREB3993AN,2,1,1
SW-6WXE0093,050979,3,1,1
SW-6WXE0543,071740,3,1,2
SW-6WXE0540,102988,6,1,2
SW-6WXE0119,401156,2,1,1
SW-6WXE0162,102606,2,1,1
SW-6WXE0204,012935,5,1,1
SW-70210706,003101/FN/01,6,1,1
SW-6WXE0151,402030,2,1,1
SW-6WXE0289,101749,2,1,1
SW-70532650,SWWA 5,7,1,1
SW-6WXE0231,102253,3,1,1
SW-Z7500138,012129,6,1,1
SW-50341921,401758,5,1,1
SW-E4330029,072344,6,1,1
SW-60261570,072344,6,2,1
SW-60261572,072344,6,3,1
SW-6WXE0514,102389,4,2,1
SW-6WXE0421,100872,2,1,1
SW-70813383,SWWA 852,5,1,1
SW-72936370,NRA-SW-7899,2,1,1
SW-50240314,040119,6,1,1
SW-50240315,040119,6,2,1
SW-FPF00069,301935,9,1,2
SW-FPF00091,302944,2,1,1
SW-50210334,401518,7,1,2
SW-50330834,040036,2,1,1
SW-50330834,040036,3,1,1
SW-C1890901,400443,2,1,1
SW-Z4170205,102815,5,1,1
SW-50550374,040015,6,1,1
SW-6WXE0493,010265,8,1,2
SW-A2270493,010265,9,1,1
SW-6WXE0493,010265,9,1,2
SW-50220174,400577,2,1,1
SW-E4000059,101879,4,1,1
SW-50231071,040080,7,1,2
SW-6WXE0502,102390,4,1,2
SW-50340049,402006,2,1,1
SW-70630278,SWWA 1137,6,1,1
SW-60010009,EPRHB3394AG,1,1,1
SW-60010008,EPRHB3693EE,1,1,1
SW-70620022,EPRAB3996WN,2,1,1
SW-A2290104,102219,5,1,1
SW-70641027,203812,6,1,3
SW-E0910020,100318,8,1,1
SW-FPF00028,100318,8,2,1
SW-81211166,NRA-SW-7829/FN/1,6,1,1
SW-50340469,040040,2,1,1
SW-6WXE0074,102834,2,1,1
SW-6WXE0083,401418,2,1,1
SW-82410588,NRA-SW-6625,7,1,1
SW-70310170,EPRAB3490AA,1,1,1
SW-70221296,200366,1,1,1
SW-D1018900,040059,6,1,1
SW-6WXE0215,101099,2,1,1
SW-6WXE0426,012180,2,1,1
SW-70420223,NRA-SW-3869,7,1,1
SW-50034510,400435,5,1,1
SW-81940475,NPSWQD002870,3,1,1
SW-6WXE0439,013101,2,1,1
SW-6WXE0407,101008,2,1,1
SW-6WXE0335,102260,2,1,1
SW-B0011003,100293,2,1,1
SW-D1001900,040022,5,1,1
SW-E2030059,071853,5,1,1
SW-60111205,102917,4,1,1
SW-FPF00021,071853,5,1,2
SW-60110159,102917,4,1,2
SW-6WXE0101,102216,2,1,1
SW-6WXE0136,402000,2,1,1
SW-81111920,301460,2,1,1
SW-Z9370105,010047,5,1,1
SW-6WXE0313,012851,2,1,1
SW-6WXE0346,102082,2,1,1
SW-6WXE0245,103312,2,1,1
SW-Z1011505,102718,4,1,1
SW-60110050,EPRJP3122GM,5,2,2
SW-70710022,EPRFB3993RK,1,1,1
SW-6WXE0248,102881,2,1,1
SW-6WXE0160,102605,2,1,1
SW-6WXE0209,100588/CS/01,2,1,1
SW-60270772,071220,5,1,2
SW-70810029,201000,2,1,1
SW-72933722,200364,1,1,1
SW-50430188,051266,3,1,1
SW-E1250005,102020,5,1,1
SW-6WXE0298,102501,2,1,1
SW-6WXE0349,103419,2,1,1
SW-Z1012402,102840,5,1,1
SW-Z1012414,102840,7,1,2
SW-50240179,040044,8,1,1
SW-Z1012005,011342,9,1,1
SW-60030261,EPRMP3728GG,3,1,1
SW-Z1450105,101886,6,1,1
SW-6WXE0548,101543,9,2,1
SW-6WXE0550,071228,6,1,2
SW-Z5550107,010039,8,1,2
SW-6WXE0530,102361,7,1,2
SW-B3130408,102536,8,1,1
SW-E4030019,102195,5,1,1
SW-B0060113,010001,11,1,2
SW-Z3110104,102816,7,1,1
SW-B3160104,EPRCB3292VW,4,1,1
SW-50280458,402536,4,1,1
SW-Z9400114,102629,6,1,1
SW-Z9400114,102629,7,1,1
SW-E1310049,082116,2,1,1
SW-50370440,400972,8,1,1
SW-82310581,NRA-SW-7821,7,1,1
SW-70581040,203027,8,1,1
SW-50250547,402466,9,1,2
SW-73010418,203281,2,1,1
SW-81211257,NRA-SW-6990,4,1,1
SW-6WXE0495,102713,9,1,2
SW-50240314,040119,7,1,1
SW-70512053,202372,10,1,1
SW-70531024,203113,10,1,1
SW-70632330,NRA-SW-6620,7,1,1
SW-6WXE0537,103453,6,2,1
SW-FPF00077,037807/PC/01,2,1,2
SW-C4009700,401758,7,2,1
SW-Z3110104,102816,9,1,1
SW-81911160,302505,6,1,1
SW-73040172,DRA 1382,8,1,1
SW-20530A01,002878,5,1,1
SW-6WXE0484,070006,6,2,1
SW-E2040019,070053,6,1,1
SW-50280014,041927,3,1,1
SW-50900130,041324,9,1,2
SW-Z6540105,102818,10,1,1
SW-50250547,402466,5,1,2
SW-50331386,040055,2,1,2
SW-Z5550126,010156,7,1,1
SW-Z5550126,010156,8,1,1
SW-6WXE0527,010156,8,2,1
SW-Z5550101,010039,7,1,1
SW-B0010801,102442,7,1,1
SW-B0050203,010002,8,1,1
SW-B0050228,010002,8,1,2
SW-70812669,203442,12,1,1
SW-70420138,SWWA 944,9,1,1
SW-50370229,401065,8,1,1
SW-50370281,401485,5,1,1
SW-50370281,401485,6,1,1
SW-C4004700,401485,7,1,2
SW-73060209,NRA-SW-5654,7,1,1
SW-70531246,SWWA 6,12,1,1
SW-70522991,NRA-SW-3580,6,1,1
SW-70711714,NRA-SW-3983,10,1,1
SW-81251450,NRA-SW-2155,4,1,1
SW-E4140019,071221,7,1,1
SW-50320389,040093,10,2,1
SW-50320389,040093,12,2,1
SW-73115125,002671/FU/01,12,1,1
SW-E1000049,070084,2,1,1
SW-50260518,401382,8,1,2
SW-C4002700,401739,9,1,2
SW-91211492,302417,6,1,1
SW-82528133,15/49/281/P/16,10,1,1
SW-82519903,302974,3,1,1
SW-50280010,EPREP3226XS,2,1,1
SW-72934606,DRA 456,9,1,1
SW-82511153,303683,8,1,1
SW-E3110029,102510,5,1,1
SW-70826012,DRA 1349,10,1,1
SW-E4320029,070055,5,1,1
SW-E4330029,072344,8,1,1
SW-60261570,072344,8,2,1
SW-E4000029,070099,8,1,1
SW-E1200011,070076,6,2,1
SW-6WXE0536,101640,6,2,1
SW-50330342,401961,7,1,1
SW-50331084,040037,7,1,2
SW-73050205,DRA 1358,7,1,1
SW-50450165,041518,1,1,1
SW-50570248,041639,1,2,1
SW-A1260414,070116,1,1,1
SW-81510639,032105/FN/01,1,1,1
SW-50340144,041641,1,1,1
SW-50830236,041658,1,1,1
SW-50220857,041892,1,1,1
SW-50340713,042029,1,1,1
SW-Z5012803,011559,1,1,1
SW-H2014875,032993/FU/01,1,1,1
SW-81020843,033125/FN/01,1,1,1
SW-81951289,034329/TR/01,1,1,1
SW-82010255,034613/PW/01,1,1,1
SW-81261930,303089,8,1,1
SW-B3130403,010060,5,1,1
SW-50331592,043204,7,1,1
SW-D1018900,040059,9,1,1
SW-50320175,401609,6,1,1
SW-50340496,040628,9,1,1
SW-72910260,203125,3,1,1
SW-FPF00087,NRA-SW-0414,6,1,2
SW-73060256,SWWA 206,5,1,1
SW-81201606,NRA-SW-6975,6,1,1
SW-E3170019,102511,4,1,1
SW-75110001,203018,4,1,1
SW-70533233,SWWA 683,10,1,1
SW-82510225,034609/PW/01,2,1,1
SW-82528141,15/49/281/P/16,8,2,1
SW-E2030049,102395,5,1,1
SW-81011046,032738/FN/02,10,1,1
SW-82010142,302822,10,1,1
SW-81121426,302125,3,1,1
SW-Z1012308,021573,1,1,1
SW-A2290120,021575,1,1,1
SW-E1100019,070131,1,1,1
SW-E0910049,070140,1,1,1
SW-C1992900,041678,1,1,1
SW-50230170,041799,1,1,1
SW-73010660,002884/CS/01,1,1,1
SW-70826007,004373,1,1,1
SW-50340319,042329,1,1,1
SW-50951080,042451,1,1,1
SW-50590770,042506,1,1,1
SW-70711453,004527/FD/01,1,1,1
SW-70530024,004687/PA/01,1,1,1
SW-B0050226,010002,1,2,1
SW-B0010138,011660,1,1,1
SW-Z1010730,011777,1,1,2
SW-50330834,040036,1,1,1
SW-50340473,040040,1,1,2
SW-50360111,040045,1,1,1
SW-50311172,040059,1,2,1
SW-50260511,040074,1,1,1
SW-B3150109,011853,1,1,1
SW-A3200208,011892,1,1,1
SW-50540186,040091,1,1,1
SW-50320282,040107,1,1,1
SW-Z6540153,010210,1,1,1
SW-A4100123,010219,1,1,1
SW-B3160114,012062,1,1,1
SW-60110140,012086,1,1,1
SW-Z1460103,012130,1,1,1
SW-50350496,043161,1,1,1
SW-50250714,043224,1,1,1
SW-50440126,043235,1,1,1
SW-50440129,043235,1,2,1
SW-C7018000,043238,1,1,1
SW-50430127,043245,1,1,1
SW-C7031000,043250,1,1,1
SW-50250233,043250,1,6,1
SW-50570392,043259,1,1,1
SW-50311388,050112,1,1,1
SW-Z1012104,010596,1,1,1
SW-50250697,050742,1,1,1
SW-50810115,050784,1,1,1
SW-C0555100,050818,1,1,1
SW-50342455,042561,1,1,1
SW-50210292,042623,1,1,1
SW-50450178,042687,1,1,1
SW-A0360102,010032,1,1,1
SW-Z4170204,010054,1,1,1
SW-Z1012709,010056,1,1,2
SW-Z9380204,010076,1,1,1
SW-Z1012307,010083,1,1,1
SW-Z1012337,010083,1,1,3
SW-B0010805,010086,1,2,1
SW-50810117,040154,1,1,1
SW-50250524,040182,1,1,1
SW-50250331,042989,1,2,1
SW-50420001,043007,1,1,1
SW-A4080102,010109,1,1,1
SW-T1000063,012226,1,1,1
SW-50540132,040291,1,1,1
SW-50361195,040326,1,1,1
SW-A2290135,012337,1,2,1
SW-50270143,040477,1,1,1
SW-C1280900,043285,1,1,1
SW-E8100058,012700,1,1,1
SW-C1819900,040685,1,1,1
SW-C1863900,040919,1,1,1
SW-50830000,040927,1,1,1
SW-C1492900,040957,1,1,1
SW-50050912,050881,1,1,1
SW-50350272,050888,1,1,1
SW-T1000030,013273,1,1,1
SW-50320588,041047,1,1,1
SW-50310694,051154,1,1,1
SW-50311187,051157,1,1,1
SW-50810442,051255,1,1,1
SW-C4792900,051314,1,1,1
SW-E7060019,070003,1,1,1
SW-E8100009,070005,1,1,1
SW-50361221,041424,1,1,1
SW-50560149,041480,1,1,1
SW-E1000059,070006,1,1,1
SW-60010821,070012,1,1,1
SW-E0110019,070033,1,1,1
SW-E2030029,070035,1,1,1
SW-E2040019,070053,1,1,1
SW-E3040019,070077,1,1,1
SW-E2240019,070082,1,1,1
SW-E4050019,070089,1,1,1
SW-70711550,200276/PA/01,1,1,1
SW-73082093,200284/PW/01,1,1,1
SW-50350221,050890,1,1,1
SW-50222982,050985,1,1,1
SW-C1231900,050997,1,1,1
SW-50231163,051009,1,1,1
SW-50231189,051026,1,1,1
SW-50280209,041323,1,1,1
SW-6WXE0369,021351,1,1,1
SW-50330910,041355,1,1,1
SW-50361273,400046/PW/01,1,1,1
SW-50342090,400142/PW/01,1,1,1
SW-50340780,400346/PA/01,1,1,1
SW-50240544,400433,1,1,1
SW-60031882,070640,1,1,1
SW-E3070011,070644,1,2,1
SW-82611614,CRA 139,1,1,1
SW-91241713,CRA 20,1,1,1
SW-81914812,2894/26,1,1,1
SW-60590239,081794,1,5,1
SW-70513919,DRA 191,1,1,1
SW-70610684,DRA 248,1,1,1
SW-70531035,DRA 308,1,1,1
SW-73061323,DRA 356,1,1,1
SW-70711743,DRA 377,1,1,1
SW-73012567,200356/FN/01,1,1,1
SW-70720812,200357/FN/01,1,1,1
SW-70630115,200409/TS/01,1,1,1
SW-50320577,400212/PA/01,1,1,1
SW-70631777,200489/FN/02,1,1,1
SW-E2320011,070753,1,1,1
SW-60031341,070786,1,1,1
SW-70581012,DRA 1157,1,1,1
SW-73020875,DRA 1351,1,1,1
SW-73015033,2897/13,1,1,1
SW-E1271509,071047,1,1,1
SW-60030216,082199,1,1,1
SW-81211617,300056/PW/01,1,1,1
SW-81120150,300068/PW/01,1,1,1
SW-82611380,300115/PW/01,1,1,1
SW-91253766,300163/PA/01,1,1,1
SW-E0910089,100129,1,1,1
SW-Z1011547,100171,1,1,1
SW-82220355,300188/PW/01,1,1,1
SW-82522184,300207/PW/01,1,1,1
SW-60010862,071574,1,1,1
SW-E1200049,071599,1,1,1
SW-E2190029,100233,1,1,1
SW-E2190129,100233,1,2,1
SW-B0011003,100293,1,1,1
SW-70514897,NRA-SW-0053,1,1,1
SW-70502382,NRA-SW-0055,1,1,1
SW-E1200069,071750,1,1,1
SW-60030350,100359,1,1,1
SW-E8100059,071919,1,1,1
SW-E4000019,072373,1,1,1
SW-82540554,15/49/282/P/16,1,1,1
SW-E1000099,082292,1,1,1
SW-81414802,300062/PW/01,1,1,1
SW-E1430019,071383,1,1,1
SW-E8430019,071397,1,1,1
SW-E8150035,071476,1,1,1
SW-81223888,300380/PW/01,1,1,1
SW-91222890,NRA-SW-0071,1,1,1
SW-82611079,NRA-SW-0084,1,1,1
SW-70541894,NRA-SW-0087,1,1,1
SW-70810018,NRA-SW-0338,1,1,1
SW-81021790,300717/FN/02,1,1,1
SW-82540134,NRA-SW-0414,1,1,1
SW-70814642,200008/FN/01,1,1,1
SW-73063876,200044/PW/01,1,1,1
SW-E2080019,072493,1,1,1
SW-60590125,072542,1,1,1
SW-70810988,SWWA 1138,1,1,1
SW-70242019,NRA-SW-2277,1,1,1
SW-82514990,NRA-SW-6495,1,1,1
SW-70523220,NRA-SW-3581,1,1,1
SW-91253818,NRA-SW-6621,1,1,1
SW-70232453,NRA-SW-3704,1,1,1
SW-81420271,NRA-SW-3789,1,1,1
SW-81233260,NRA-SW-3790,1,1,1
SW-70722208,NRA-SW-3819,1,1,1
SW-82528090,NRA-SW-6746,1,1,1
SW-70220663,NRA-SW-3875,1,1,1
SW-70641861,NRA-SW-3912,1,1,1
SW-70711714,NRA-SW-3983,1,1,1
SW-70581009,NRA-SW-6910,1,1,1
SW-70558544,NRA-SW-6916,1,1,1
SW-70531256,SWWA 276/R,1,1,1
SW-70550314,SWWA 284,1,1,1
SW-81111205,SWWA 289,1,1,1
SW-70711663,NRA-SW-7154,1,1,1
SW-73023613,SWWA 400,1,1,1
SW-72920757,SWWA 419,1,1,1
SW-72934883,SWWA 436,1,1,1
SW-81431260,SWWA 442,1,1,1
SW-70635952,SWWA 450,1,1,1
SW-70556941,SWWA 463,1,1,1
SW-70423847,SWWA 486,1,1,1
SW-70533904,SWWA 489,1,1,1
SW-81431011,SWWA 49,1,1,1
SW-73021070,SWWA 495,1,1,1
SW-73011888,NRA-SW-3334,1,1,1
SW-70210385,SWWA 1052,1,1,1
SW-70621008,SWWA 12/R,1,1,1
SW-81220140,SWWA 198,1,1,1
SW-81261131,SWWA 2174,1,1,1
SW-81940865,SWWA 218,1,1,1
SW-70310165,SWWA 2452,1,1,1
SW-73080912,NRA-SW-4128,1,1,1
SW-81930260,NRA-SW-7115,1,1,1
SW-81810440,NRA-SW-7119,1,1,1
SW-81930976,NRA-SW-7149,1,1,1
SW-82310172,NRA-SW-5211,1,1,1
SW-72921557,SWWA 509,1,1,1
SW-72920985,SWWA 517,1,1,1
SW-72923328,SWWA 531,1,1,1
SW-72931092,SWWA 588,1,1,1
SW-81120170,NRA-SW-1724,1,1,1
SW-82540183,NRA-SW-7564,1,1,1
SW-81210911,NRA-SW-2557,1,1,1
SW-70550165,NRA-SW-5976,1,1,1
SW-73060285,NRA-SW-6025,1,2,1
SW-70220650,NRA-SW-2877,1,1,1
SW-70815223,NRA-SW-6082,1,1,1
SW-82111534,NRA-SW-8004,1,1,1
SW-72940786,SWWA 1,1,1,1
SW-50330016,401208,1,1,1
SW-50570239,401050,1,1,1
SW-50540139,401223,1,1,1
SW-73210318,NRA-SW-1740,1,1,1
SW-81521724,NRA-SW-5293,1,1,1
SW-70221296,SWWA 653,1,1,1
SW-70420253,SWWA 682,1,1,1
SW-81221931,SWWA 698,1,1,1
SW-81232586,SWWA 717,1,1,1
SW-82112182,SWWA 718,1,1,1
SW-82540486,SWWA 861,1,1,1
SW-91241111,SWWA 880,1,1,1
SW-70610017,NRA-SW-2076,1,1,1
SW-70523315,NRA-SW-2080,1,1,1
SW-81251450,NRA-SW-2155,1,1,1
SW-81523260,NRA-SW-5640,1,1,1
SW-81223347,NRA-SW-5786,1,1,1
SW-81930912,NRA-SW-5789,1,1,1
SW-73010847,NRA-SW-5819,1,1,1
SW-81210919,NRA-SW-7771,1,1,1
SW-70550340,NRA-SW-7871,1,2,1
SW-81281194,NRA-SW-7937,1,1,1
SW-60100003,020216,1,1,1
SW-70510450,202475,1,1,1
SW-C4005700,401354,2,1,2
SW-60041975,101112,1,1,1
SW-A1260019,101724,1,1,1
SW-72923550,201238,1,1,1
SW-70501077,202425,1,1,1
SW-50311090,400580,1,1,1
SW-70641861,NRA-SW-3912,2,1,1
SW-70711680,201323,1,1,1
SW-81931400,301246,1,1,1
SW-Z1010730,011777,2,1,2
SW-60010603,100930,1,1,1
SW-E5040800,100716,1,1,1
SW-81110165,300802/PW,1,1,1
SW-70723272,200945,1,1,1
SW-70621008,200733,1,1,1
SW-72940367,200735,1,1,1
SW-E0910079,101156,1,1,01
SW-81019901,302462,1,1,1
SW-81281989,002027,1,1,1
SW-50210025,400696,1,1,1
SW-70420223,NRA-SW-3869,2,1,1
SW-E3120019,101620,1,1,1
SW-81010202,301267,1,1,1
SW-E8100039,101480,1,1,1
SW-A2270501,010568,2,1,1
SW-73060120,SWWA 2267,2,1,1
SW-70532974,200973,3,1,2
SW-50280209,400501,1,1,1
SW-81250274,301976,1,1,1
SW-73070139,NRA-SW-7883,2,1,1
SW-B3130534,101363,1,1,1
SW-E8900049,101049,2,1,1
SW-Z1460135,012130,2,2,2
SW-81950016,302261,1,1,1
SW-60010617,101446,1,1,1
SW-81111128,301935,1,1,1
SW-E8900030,100334/FU/01,2,1,1
SW-50280457,041352,2,1,1
SW-73061323,DRA 356,2,1,1
SW-50361056,401032,2,1,1
SW-C4004700,041962,2,1,2
SW-81810014,301925,1,01,01
SW-Z9380203,101462,1,1,1
SW-50570248,041639,2,2,1
SW-81211521,NRA-SW-0250,2,1,1
SW-60032867,101466,1,1,1
SW-E3020019,101456,1,1,1
SW-70621433,NRA-SW-5695,3,1,1
SW-72923150,NRA-SW-5694,4,1,1
SW-70826007,004373,2,1,1
SW-73080434,004378/TF/01,2,1,1
SW-50950351,401242,1,1,1
SW-50430126,401058,1,2,1
SW-50570388,401060,1,2,2
SW-91252180,302488,1,1,1
SW-6WXE0105,100631,1,1,1
SW-70826031,004298/TF/01,1,2,1
SW-70532974,200973,1,1,2
SW-50340744,401379,1,1,1
SW-50340503,401339,1,1,2
SW-70512073,201066,1,1,1
SW-70610151,202090,1,1,1
SW-81219910,302586,1,1,1
SW-81220140,301142,3,1,1
SW-81911160,302505,1,1,1
SW-50280209,400501,2,1,1
SW-81431011,302715,1,1,1
SW-70522709,202255,1,1,1
SW-50340385,401340,1,1,3
SW-81250213,SWWA 603,1,1,1
SW-81930912,302298,3,1,1
SW-E4070019,070112,2,1,1
SW-72940870,203457,2,1,1
SW-81222210,303085,2,1,1
SW-B0050226,010002,2,2,1
SW-60060613,102486,2,1,1
SW-E2030099,101327,2,1,1
SW-50320011,401757,1,1,1
SW-50550330,401521,1,1,1
SW-81519901,302774,1,1,1
SW-81231159,301918,2,1,1
SW-70910353,SWWA 2259,2,1,1
SW-81420271,NRA-SW-3789,5,1,1
SW-81110330,NRA-SW-6977,6,1,1
SW-80490001,302527,1,1,1
SW-73015033,202081,3,1,1
SW-82518083,034544,2,1,2
SW-81510639,302530,1,1,1
SW-73010354,002491/FU/01,4,1,1
SW-50230403,401411,1,1,1
SW-81916530,300968,2,1,1
SW-Z8480272,101951,1,1,1
SW-81929903,302680,1,1,1
SW-81949909,302672,1,1,1
SW-72930808,201362,1,1,1
SW-81949905,302668,1,1,1
SW-50590520,400547,1,1,1
SW-82510011,301100,1,1,1
SW-70420120,NRA-SW-5792,2,1,1
SW-70630105,NRA-SW-5679,2,1,1
SW-70621433,NRA-SW-5695,2,1,1
SW-50210283,400838,1,1,1
SW-81910125,303105,1,1,1
SW-50600496,402227,1,1,1
SW-81211240,302874,1,1,1
SW-60530002,102200,1,1,1
SW-B3150102,103185,1,1,1
SW-50310001,401543,1,1,1
SW-81919901,303011,1,1,1
SW-81919906,303019,1,1,1
SW-Z1150103,102858,1,1,1
SW-Z9380204,102715,1,1,1
SW-81020892,303149,1,1,1
SW-Z3110104,102816,1,1,1
SW-81250105,303087,1,1,1
SW-E6280048,101432,2,1,1
SW-81261930,303089,1,1,1
SW-63110190,011560,2,1,1
SW-70816012,200261/FN/01,3,1,1
SW-72934606,DRA 456,2,1,1
SW-70232780,NRA-SW-4946,3,1,1
SW-73015023,201127,2,1,1
SW-A0340108,102153,2,1,1
SW-72932135,200413,3,1,1
SW-73111264,NRA-SW-0411,2,1,1
SW-70725457,201064,2,2,1
SW-70591632,DRA 262,2,1,1
SW-81421136,15/48/172/P/11,2,1,1
SW-50220004,401647,1,1,1
SW-73011790,NRA-SW-0423,2,1,1
SW-73050205,DRA 1358,2,1,1
SW-72937209,NRA-SW-0272,2,1,1
SW-81233260,NRA-SW-3790,2,1,1
SW-81950668,NRA-SW-7828,2,1,1
SW-82410287,NRA-SW-5666,3,1,1
SW-82712763,15/49/30/P/10,2,1,1
SW-81020612,NRA-SW-0237,5,2,1
SW-81271210,15/47/52/P/11,2,1,1
SW-82210920,303096,1,1,1
SW-81251886,NRA-SW-3402,2,1,1
SW-82310581,NRA-SW-7821,2,1,1
SW-82610006,302987,1,1,1
SW-81410003,302988,1,1,1
SW-81290003,303260,1,1,1
SW-50440197,042116,2,1,3
SW-50700288,040079,2,1,1
SW-50034510,400435,2,1,1
SW-50320394,040093,2,1,1
SW-E2090019,071233,2,1,1
SW-Z1140207,010105,2,1,1
SW-E1210019,070062,2,1,1
SW-Z4170228,010054,2,1,2
SW-E1300019,072535,2,1,1
SW-E2360019,070975,2,1,1
SW-E2360011,070975,2,1,2
SW-A4070202,012549,2,1,1
SW-70210000,203532,1,1,1
SW-50704490,400673,3,1,1
SW-70711714,NRA-SW-3983,2,1,1
SW-50250920,402126,1,1,1
SW-70511425,202628,1,1,1
SW-70632330,NRA-SW-6620,2,1,1
SW-70721478,NRA-SW-7808,3,1,1
SW-81310248,303644,1,1,1
SW-Z8480219,103731,1,2,1
SW-70810020,203364,1,1,1
SW-B3130408,102536,1,1,1
SW-70814642,203410,1,1,1
SW-70570224,NRA-SW-3495,2,1,1
SW-70621913,DRA 83,2,1,1
SW-70826012,DRA 1349,2,1,1
SW-70110131,003269/FU/01,4,1,1
SW-70641861,NRA-SW-3912,3,1,1
SW-A3240103,102218,1,1,1
SW-70813018,203223,2,1,1
SW-60131506,102190,3,1,1
SW-73012085,203289,1,1,1
SW-81610188,SWWA 146,2,1,1
SW-82611152,SWWA 200,2,1,1
SW-70420030,NRA-SW-5596/R,2,1,1
SW-50340052,402151,2,1,1
SW-70723353,201049,3,1,1
SW-70720139,NRA-SW-0257,2,1,1
SW-82210927,SWWA 2110,2,1,1
SW-82540134,NRA-SW-0414,2,1,1
SW-50310286,040010,2,1,1
SW-50331592,043204,2,1,1
SW-50360557,040023,2,1,2
SW-50221666,040027,2,1,1
SW-50210022,402528,1,1,1
SW-70711764,203031,1,1,2
SW-70610025,203085,1,1,1
SW-70611115,203103,1,1,1
SW-70620420,203138,1,1,1
SW-70230166,203474,1,1,1
SW-70550279,SWWA 284,2,2,1
SW-70422032,201336,2,1,1
SW-82519906,302971,1,1,1
SW-81223754,NRA-SW-0227,2,1,1
SW-70812669,203442,1,1,1
SW-60060002,103094,1,1,1
SW-70720249,NRA-SW-5002,6,2,1
SW-E7000029,070130,2,1,1
SW-82710007,303448,1,1,1
SW-E2000099,103336,1,1,1
SW-E2330069,071574,3,2,1
SW-91241165,303542,1,1,1
SW-70220006,203733,1,1,1
SW-E0910049,100386,3,1,1
SW-FPF00054,NRA-SW-3791,2,1,1
SW-70816012,200261/FN/01,2,1,1
SW-70611119,203200,1,1,1
SW-62023001,103214,1,1,1
SW-50570160,400114/CF/01,1,3,3
SW-70610217,SWWA 87,2,1,1
SW-82110021,303364,1,1,1
SW-70630192,NRA-SW-6984,2,1,1
SW-70811886,001685/FU/01,5,1,1
SW-Z1010803,102272,1,1,1
SW-70621011,NRA-SW-2502,3,1,1
SW-70515665,NRA-SW-6462,3,1,1
SW-81910026,303332,1,1,1
SW-H1210290,303347,1,1,1
SW-70620020,203573,1,1,1
SW-70711743,203562,1,1,1
SW-70620016,203561,1,1,1
SW-50220288,040095,2,1,1
SW-Z5012921,010031,4,1,2
SW-81241117,SWWA 2258,4,1,1
SW-70826012,DRA 1349,4,1,1
SW-81223443,NRA-SW-4999,5,1,1
SW-73041968,003126/FN/01,4,1,1
SW-81110330,NRA-SW-6977,10,1,1
SW-60270772,071220,3,1,2
SW-81916653,15/48/231/P/19,4,2,1
SW-70531246,SWWA 6,4,1,1
SW-A2270450,010034,3,2,1
SW-A1260202,102222,2,1,1
SW-70720249,NRA-SW-5002,10,2,1
SW-82310127,300705,10,1,1
SW-70501013,NRA-SW-0215,5,1,1
SW-50260510,401382,3,1,1
SW-50341163,401089,2,1,1
SW-82540715,NRA-SW-4934,5,1,1
SW-70610250,NRA-SW-5811,2,1,1
SW-82528028,NRA-SW-4018,2,1,1
SW-50580003,401939,1,1,1
SW-50330342,401961,1,1,1
SW-50220003,402101,1,1,1
SW-E1230039,070128,3,1,1
SW-E1200029,102050,4,1,1
SW-50030003,401738,2,1,1
SW-91241181,SWWA 14,5,1,1
SW-82511153,031295/FU/01,3,1,1
SW-50240265,402179,1,1,1
SW-60260035,103581,1,1,1
SW-70810022,203793,1,1,1
SW-50341921,401758,2,1,1
SW-50330862,402271,1,1,1
SW-70641005,NRA-SW-2058,3,1,1
SW-70420151,DRA 96,2,1,1
SW-70501013,NRA-SW-0215,2,1,1
SW-70512748,202848,3,1,1
SW-50360001,402266,1,1,1
SW-70510402,203828,2,1,1
SW-60220016,102760,1,1,1
SW-50260306,041354,2,1,1
SW-C4404700,041352,3,1,2
SW-C4001700,040022,2,1,2
SW-50340223,042479,2,2,1
SW-E7080020,103586,2,1,1
SW-Z9380203,101462,3,1,1
SW-E7070011,071901,3,1,2
SW-50370334,401495,2,1,3
SW-60600120,100881,1,1,2
SW-E1000041,101332,2,1,2
SW-60060614,102486,1,1,2
SW-70812669,203442,8,1,1
SW-60032275,101431,3,1,1
SW-50900956,040111,3,1,1
SW-E2030049,102395,2,1,1
SW-72815078,203577,2,1,1
SW-72935483,203592,2,1,1
SW-81911160,302505,4,1,1
SW-73042480,203380,3,1,1
SW-81220266,303083,2,1,1
SW-E8900049,101049,5,1,1
SW-60250418,070063,3,1,1
SW-Z9370403,101440,2,1,1
SW-A2300101,010053,3,1,1
SW-50330910,041355,3,1,1
SW-60030261,070072,3,1,1
SW-E3090019,102289,2,1,1
SW-E4030019,102195,2,1,1
SW-50440194,042116,3,1,1
SW-E2240019,101640,2,1,1
SW-81211521,303000,3,1,1
SW-E8400219,100385,4,1,1
SW-72940174,202463,3,1,1
