samplingPoint.notation,PERMIT_REF,VERSION,OUTLET_NUMBER,EFFLUENT_NUMBER
SW-73021857,NRA-SW-7809,7,1,1
SW-73021857,NRA-SW-7809,8,1,1
SW-70220650,NRA-SW-2877,6,1,1
SW-72930815,DRA 192,7,1,1
SW-70221296,200366,2,1,1
SW-70221296,200366,3,1,1
SW-70630017,NRA-SW-6620,8,1,2
SW-E3200019,071609,6,1,1
SW-6WXE0513,071221,7,1,2
SW-81420271,NRA-SW-3789,11,1,1
SW-70422295,SWWA 2064,8,1,1
SW-82113588,15/48/24/P/4,9,1,1
SW-6WXE0198,102094,2,1,1
SW-6WXE0164,102776,2,1,1
SW-60270776,071220,5,1,1
SW-50210022,402528,3,1,1
SW-E1230039,NPSWQD000307,3,1,1
SW-50240315,040119,5,2,1
SW-82710501,EPRGB3792AH,1,1,1
SW-60260038,EPRHB3796NK,1,1,1
SW-60030552,101942,2,1,1
SW-63110190,011560,9,1,1
SW-6WXE0523,101440,7,2,1
SW-6WXE0546,072535,6,1,2
SW-6WXE0548,101543,8,2,1
SW-50320389,040093,5,2,1
SW-50450110,401336,6,1,1
SW-50250547,402466,6,1,2
SW-E1000039,101332,9,1,1
SW-B3170303,010101,5,1,1
SW-A4100123,102937,8,1,1
SW-FPF00016,103731,6,2,1
SW-6WXE0522,102362,10,1,2
SW-72941168,NRA-SW-3657,8,1,1
SW-60060613,102486,8,1,1
SW-70812690,203442,11,2,1
SW-50340377,401340,6,1,2
SW-81250131,SWWA 2413,6,1,1
SW-FPF00056,SWWA 2413,6,1,2
SW-81251886,NRA-SW-3402,9,1,1
SW-B0020151,102107,9,1,2
SW-B0020151,102107,10,1,2
SW-81811347,SWWA 704,2,1,1
SW-72923754,203161,6,1,1
SW-70110131,003269,5,1,1
SW-FPF00055,NRA-SW-7825,7,1,2
SW-6WXE0482,102049,6,2,1
SW-Z9390202,102172,5,1,1
SW-6WXE0534,102410,7,1,2
SW-6WXE0505,102816,10,1,2
SW-81911161,302505,6,1,2
SW-70110131,003269,3,1,1
SW-A3200244,010080,8,1,2
SW-E1000059,070006,6,1,1
SW-60270776,071220,6,1,1
SW-73040172,DRA 1382,11,1,1
SW-70910177,202413,6,1,1
SW-70531323,202474,7,1,1
SW-81950927,NRA-SW-5475,12,1,1
SW-81519906,302775,6,1,1
SW-70815223,NRA-SW-6082,8,1,1
SW-70815223,NRA-SW-6082,9,1,1
SW-73041968,003126/FN/01,9,1,1
SW-6WXE0551,072344,7,4,1
SW-81231751,15/47/41/P/6,7,1,1
SW-81929908,302707,11,1,2
SW-81922269,302707,12,1,1
SW-60110040,EPRXP3321GD,5,1,1
SW-50331084,040037,6,1,2
SW-50341921,401758,6,1,1
SW-B0010112,021569,1,1,1
SW-50220817,041565,1,1,3
SW-50250621,041631,1,1,1
SW-50050489,041633,1,1,1
SW-81810153,031294/FU/01,1,1,1
SW-C1264900,041702,1,1,1
SW-50040178,041753,1,1,1
SW-60032049,070273,1,1,1
SW-E8900029,070288,1,1,1
SW-50260518,401382,6,1,2
SW-50450110,401336,8,1,1
SW-81510639,302530,7,1,1
SW-81519903,302530,8,1,2
SW-Z7500138,012129,7,1,1
SW-Z9370105,010047,6,1,1
SW-50341163,401089,7,1,1
SW-C4221700,043204,8,1,2
SW-D1018900,040059,7,1,1
SW-50311172,040059,9,2,1
SW-50340493,040628,9,1,2
SW-81919902,303007,2,1,1
SW-70501013,NRA-SW-0215,9,1,1
SW-70813029,203618,1,1,2
SW-FPF00038,070379,5,1,2
SW-E4150029,071196,5,1,1
SW-E2090019,071233,6,1,1
SW-E1200011,070076,7,2,1
SW-81241326,15/47/42/P/5,8,1,1
SW-60270550,103392,4,1,1
SW-A3190224,102712,7,1,1
SW-91241713,303090,5,1,1
SW-81220266,303083,7,1,1
SW-Z1012005,011342,12,1,1
SW-E4230019,070114,1,1,1
SW-E6280048,070119,1,1,1
SW-E7020019,070121,1,1,1
SW-E1120019,070136,1,1,1
SW-E1000219,070155,1,1,1
SW-6WXE0358,021669,1,1,1
SW-Z4170099,021672,1,1,1
SW-T1000028,070348,1,1,1
SW-Z9420104,011346,1,1,1
SW-B0010108,011353,1,1,1
SW-Z1012131,011422,1,1,1
SW-50050795,041837,1,1,1
SW-50050460,041890,1,1,1
SW-50281575,041903,1,1,1
SW-50370281,041962,1,1,1
SW-50050978,041979,1,1,1
SW-50340440,042108,1,1,2
SW-50440001,042116,1,1,2
SW-82528167,034555/TF/01,1,1,1
SW-82510225,034609/PW/01,1,1,1
SW-A4070108,010024,1,1,1
SW-Z1460104,010025,1,1,1
SW-Z2030411,011723,1,1,1
SW-Z1010702,011777,1,1,1
SW-50360555,040023,1,1,1
SW-C4002700,040035,1,1,2
SW-50331084,040037,1,2,1
SW-50341488,042651,1,1,1
SW-50281136,042653,1,1,1
SW-A1260233,010038,1,2,1
SW-A3200407,010051,1,1,1
SW-Z5550102,010055,1,1,1
SW-Z8480222,010062,1,1,1
SW-A3190205,010068,1,1,1
SW-A0350127,010093,1,2,1
SW-Z1011538,010098,1,1,2
SW-50270111,040171,1,1,1
SW-50050552,042947,1,1,1
SW-50361284,040325,1,1,1
SW-C1238900,040327,1,1,1
SW-Z4170019,012335,1,1,1
SW-A2290133,012337,1,1,1
SW-C7010000,043462,1,1,1
SW-Z1010426,010451,1,1,1
SW-Z2040112,010475,1,1,1
SW-A3240120,010481,1,1,1
SW-50280579,042169,1,1,3
SW-50280579,042169,1,2,3
SW-72913086,002212/PW/01,1,1,1
SW-73010354,002491/FU/01,1,1,1
SW-Z4170233,011502,1,1,1
SW-50280366,042439,1,1,1
SW-B0060101,010001,1,1,1
SW-B0050203,010002,1,1,1
SW-Z1011537,010010,1,2,1
SW-Z8480102,010012,1,1,1
SW-50040654,040049,1,1,1
SW-50341724,040054,1,1,1
SW-50331384,040055,1,1,1
SW-50031325,040064,1,1,2
SW-50410121,040070,1,1,2
SW-50340385,040078,1,1,2
SW-50700288,040079,1,1,1
SW-50700290,040079,1,1,3
SW-50370676,042508,1,1,1
SW-50410181,042574,1,1,1
SW-Z9370126,011875,1,1,1
SW-T1000056,011900,1,1,1
SW-A0350111,011978,1,1,1
SW-50320389,040093,1,2,1
SW-50340124,040113,1,1,1
SW-A3190255,010131,1,1,1
SW-B3170502,010186,1,1,1
SW-A4070135,010259,1,1,1
SW-50250223,043250,1,2,1
SW-Z9370403,010263,1,1,1
SW-A3190312,010299,1,1,1
SW-50320577,040390,1,1,1
SW-50240233,043333,1,1,1
SW-Z6540135,012704,1,1,1
SW-50260341,040623,1,1,1
SW-50600496,050674,1,1,1
SW-50570175,040665,1,1,1
SW-50580187,040725,1,2,1
SW-C1207900,040775,1,1,1
SW-50420271,040817,1,1,1
SW-50341479,040947,1,1,1
SW-C1255900,050906,1,1,1
SW-50370361,050913,1,1,1
SW-E4380019,013411,1,1,1
SW-50340927,051116,1,1,1
SW-50341173,041330,1,1,1
SW-50520223,051223,1,1,1
SW-Z4170106,021388,1,1,1
SW-Z1011016,021391,1,1,1
SW-50222864,050715,1,1,1
SW-50210554,050754,1,1,1
SW-50700148,050809,1,1,1
SW-50050949,051032,1,1,1
SW-50320567,051159,1,1,1
SW-E1350019,070002,1,1,1
SW-50280457,041352,1,1,1
SW-50950147,041444,1,1,1
SW-50211915,041461,1,1,2
SW-60031479,070036,1,1,1
SW-E7030019,070038,1,1,1
SW-60032277,070047,1,2,1
SW-E1000019,070054,1,1,1
SW-60250418,070063,1,1,1
SW-E7080219,070066,1,1,1
SW-E4330019,070080,1,1,1
SW-E3120029,070085,1,1,1
SW-E8010019,070092,1,1,1
SW-E3160019,070097,1,1,1
SW-72933977,200313/PW/01,1,1,1
SW-91251968,CRA 156,1,1,1
SW-70642090,DRA 1462,1,1,1
SW-70422983,DRA 1485,1,1,1
SW-72912168,DRA 1512,1,1,1
SW-E1150019,070899,1,1,1
SW-81430796,CRA 51,1,1,1
SW-E1000021,070788,1,1,1
SW-82315052,2894/114,1,1,1
SW-70826068,DRA 1062,1,1,1
SW-70611292,DRA 1130,1,1,1
SW-70531024,DRA 1205,1,1,1
SW-60600119,070970,1,1,1
SW-60010603,070972,1,1,1
SW-E4410429,081963,1,1,1
SW-60032914,081988,1,1,1
SW-E3180029,082143,1,1,1
SW-81210728,2896/54,1,1,1
SW-60011170,071079,1,1,1
SW-70621913,DRA 83,1,1,1
SW-70531189,DRA 936,1,1,1
SW-E8110019,071124,1,1,1
SW-E4000009,071231,1,1,1
SW-82110019,300278/PA/01,1,1,1
SW-T1000036,100267,1,1,1
SW-Z8480273,100367,1,2,1
SW-60011170,100384,1,1,1
SW-E7000019,100393,1,1,1
SW-70222667,NRA-SW-0086,1,1,1
SW-70531787,NRA-SW-0088,1,1,1
SW-E1000169,071805,1,1,1
SW-E7000049,071863,1,1,1
SW-60031395,071868,1,1,1
SW-73070124,DRA 325,1,1,1
SW-70550126,DRA 438,1,1,1
SW-E2130039,071000,1,1,1
SW-E4000059,071006,1,1,1
SW-E8160019,071018,1,1,1
SW-E4210029,082218,1,1,1
SW-E0910199,082344,1,1,1
SW-A1260119,100050,1,1,1
SW-E2000079,071342,1,1,1
SW-60010628,071343,1,1,1
SW-6WXE0052,100106,1,1,1
SW-82221823,300190/TF/01,1,1,1
SW-E1270039,071440,1,1,1
SW-60500239,071529,1,1,1
SW-60590186,071597,1,1,1
SW-81201134,300393/FN/01,1,1,1
SW-70211077,NRA-SW-0057,1,1,1
SW-73051207,NRA-SW-0065,1,1,1
SW-82220582,300403/FN/02,1,1,1
SW-E0200019,071889,1,1,1
SW-60010159,071894,1,2,1
SW-E2030049,071969,1,1,1
SW-E7080011,071977,1,2,1
SW-B0010801,100526,1,1,1
SW-T1000043,100537,1,1,1
SW-81010892,15/47/1/P/9,1,2,1
SW-70810631,NRA-SW-0255,1,1,1
SW-70420159,NRA-SW-0339,1,1,1
SW-82514127,NRA-SW-0395,1,1,1
SW-E3161619,071987,1,1,1
SW-82113588,15/48/24/P/4,1,1,1
SW-91210188,NRA-SW-0406,1,1,1
SW-70816012,200261/FN/01,1,1,1
SW-A0340305,021417,1,1,1
SW-72910388,NRA-SW-6406,1,1,1
SW-72930019,SWWA 1128,1,1,1
SW-70610193,SWWA 1160,1,1,1
SW-70501838,NRA-SW-3560,1,1,1
SW-81221990,NRA-SW-3732,1,1,1
SW-81231114,NRA-SW-6739,1,1,1
SW-81811837,NRA-SW-6742,1,1,1
SW-T1000024,072047,1,1,1
SW-E0181209,072177,1,1,1
SW-81281126,15/47/9/P/6,1,1,1
SW-81710259,15/48/192/P/12,1,1,1
SW-81950832,15/48/22/P/5,1,1,1
SW-E1450019,072538,1,1,1
SW-81814994,NRA-SW-3407,1,1,1
SW-81951090,NRA-SW-3436,1,1,1
SW-70531084,NRA-SW-3505,1,1,1
SW-70641031,NRA-SW-3530,1,1,1
SW-82220478,NRA-SW-6519,1,1,1
SW-82615188,SWWA 1199,1,1,1
SW-FPF00112,NRA-SW-3674,1,1,1
SW-70611123,NRA-SW-6760,1,1,1
SW-81511555,SWWA 2306,1,1,1
SW-70420168,SWWA 2351,1,1,1
SW-72936315,NRA-SW-3849,1,1,1
SW-81112293,NRA-SW-6870,1,1,1
SW-72922654,NRA-SW-6960,1,1,1
SW-81201606,NRA-SW-6975,1,1,1
SW-70634190,NRA-SW-6978,1,1,1
SW-70630192,NRA-SW-6984,1,1,1
SW-82528042,SWWA 269,1,1,1
SW-70720290,NRA-SW-5003,1,1,1
SW-70722285,SWWA 382,1,1,1
SW-70621090,SWWA 385,1,1,1
SW-81915455,NRA-SW-5169,1,1,1
SW-73010301,NRA-SW-7177,1,1,1
SW-70571019,NRA-SW-7191,1,1,1
SW-72923012,SWWA 523,1,1,1
SW-70921444,NRA-SW-5262,1,1,1
SW-70641813,NRA-SW-7351,1,1,1
SW-72910254,SWWA 665,1,1,1
SW-70531660,SWWA 819,1,1,1
SW-81911545,NRA-SW-2441,1,1,1
SW-70630524,NRA-SW-5676,1,1,1
SW-70621730,NRA-SW-5678,1,1,1
SW-81930982,NRA-SW-7649,1,1,1
SW-70420120,NRA-SW-5792,1,1,1
SW-70531178,NRA-SW-5890,1,1,1
SW-81411987,NRA-SW-4009,1,1,1
SW-82521210,NRA-SW-6959,1,1,1
SW-82513268,SWWA 288,1,1,1
SW-70561013,SWWA 42,1,1,1
SW-82110775,SWWA 429,1,1,1
SW-73042480,SWWA 441,1,1,1
SW-70712131,SWWA 447,1,1,1
SW-73021487,SWWA 541,1,1,1
SW-81251720,SWWA 602,1,1,1
SW-72936156,SWWA 608,1,1,1
SW-91210278,SWWA 61,1,1,1
SW-73070388,SWWA 623,1,1,1
SW-73110358,NRA-SW-1760,1,1,1
SW-73063133,NRA-SW-1804,1,1,1
SW-91253776,SWWA 693,1,1,1
SW-82310238,SWWA 721,1,1,1
SW-81522521,SWWA 730,1,1,1
SW-81810885,SWWA 741,1,1,1
SW-70424808,NRA-SW-5396,1,1,1
SW-70641005,NRA-SW-2058,1,1,1
SW-73015025,NRA-SW-5627,1,1,1
SW-70591251,NRA-SW-7690,1,1,1
SW-70622021,NRA-SW-7711,1,1,1
SW-70725211,NRA-SW-2500,1,1,1
SW-70621011,NRA-SW-2502,1,1,1
SW-72940368,NRA-SW-2661,1,1,1
SW-82010616,NRA-SW-5927,1,1,1
SW-70513361,NRA-SW-7898,1,1,1
SW-72936370,NRA-SW-7899,1,1,1
SW-70511948,NRA-SW-7964,1,1,1
SW-70532979,NRA-SW-7976,1,2,1
SW-60090110,020222,1,1,1
SW-70522687,201031,2,1,1
SW-60040001,102165,1,1,1
SW-50280004,401538,1,1,1
SW-81930912,302298,2,1,1
SW-E4000029,070099,1,1,1
SW-50250111,400579,1,1,1
SW-73015033,2897/13,2,1,1
SW-60031395,071868,2,1,1
SW-Z1460133,012130,2,2,1
SW-81410383,302401,1,1,1
SW-E4000049,101331,1,1,1
SW-70611123,NRA-SW-6760,2,1,1
SW-91211492,302417,2,1,1
SW-70820006,200760,1,1,1
SW-70231709,202524,1,1,1
SW-B0030104,101050,1,1,1
SW-50250114,400955,1,1,1
SW-81201499,301315,1,1,1
SW-81111920,301460,1,1,1
SW-70614616,NRA-SW-2862,1,1,1
SW-91241722,NRA-SW-2945,1,1,1
SW-70522656,NRA-SW-6170,1,1,1
SW-81913788,NRA-SW-6285,1,1,1
SW-70632350,NRA-SW-6329,1,1,1
SW-60070001,102158,1,1,1
SW-50370950,400113,1,1,1
SW-E2060610,100645,1,1,1
SW-50570220,400505,1,1,1
SW-82610007,301225,1,1,1
SW-70614942,200171,1,1,1
SW-81210350,301349,1,1,1
SW-70531189,DRA 936,2,1,1
SW-70614950,200976,2,1,1
SW-81014792,302365,1,1,1
SW-72923039,NRA-SW-5675,4,1,1
SW-70621730,NRA-SW-5678,3,1,1
SW-70630134,NRA-SW-5697,3,1,1
SW-72923150,NRA-SW-5694,5,1,1
SW-70523210,201070,3,1,1
SW-50360000,400672,1,1,1
SW-70538750,200991,1,1,1
SW-70514897,200465,1,1,1
SW-70812867,201042,1,1,1
SW-72923328,201033,1,1,1
SW-81220140,301142,1,1,2
SW-70811748,201186,1,1,1
SW-50370336,040048,2,1,1
SW-81219919,302588,1,1,1
SW-81411422,302660,1,1,1
SW-50210475,401380,1,2,1
SW-70531199,201007,1,1,1
SW-50340388,401340,1,1,1
SW-60600119,100881,2,1,1
SW-82315120,033998/FU/01,2,1,1
SW-81211521,NRA-SW-0250,3,1,1
SW-81949912,302669,1,1,1
SW-81949906,302678,1,1,1
SW-81949904,302677,1,1,1
SW-70531111,201154,1,2,1
SW-E0910049,100386,1,1,1
SW-81110168,302190,1,1,1
SW-81310207,300594/FU/01,3,1,1
SW-50900722,041324,2,1,1
SW-73080552,DRA 1538,2,1,1
SW-82410287,NRA-SW-5666,2,1,1
SW-70531275,NRA-SW-3570,2,1,1
SW-70531795,NRA-SW-2971,2,1,1
SW-70920101,202275,2,1,1
SW-70910388,202322,1,1,1
SW-73010276,004665,1,1,1
SW-81929904,302827,1,1,1
SW-50340377,401340,1,1,2
SW-G0550322,004679,3,4,1
SW-70826030,004298/TF/01,2,1,1
SW-G0425010,200534/TF/01,2,1,1
SW-Z8490104,100854,1,1,1
SW-60030148,100919,1,1,1
SW-81910618,301266,1,1,1
SW-81220278,300098,1,1,1
SW-50050229,401068,2,1,1
SW-60520001,102000,1,1,1
SW-E1250005,102020,1,1,1
SW-50280002,400788,1,1,1
SW-70420159,NRA-SW-0339,2,1,1
SW-70630134,NRA-SW-5697,2,1,1
SW-70620125,NRA-SW-5730,2,1,1
SW-70813480,200892,3,1,1
SW-70220621,201182,1,1,1
SW-Z9390202,100963,1,1,1
SW-50450145,041519,1,2,1
SW-50231113,400820,1,1,1
SW-70711630,202853,1,1,1
SW-81219918,302610,1,1,1
SW-81219921,302619,1,1,1
SW-50550000,400801,1,1,1
SW-70550126,201437,2,1,1
SW-60220027,102736,1,1,1
SW-50231071,040080,2,1,2
SW-81010180,302993,2,1,1
SW-81111888,NPSWQD001955,1,1,1
SW-B0050104,103775,2,1,1
SW-B3130403,010060,2,1,1
SW-B0050203,010002,2,1,1
SW-Z4170103,102713,2,1,1
SW-60070004,103199,1,1,1
SW-70920826,203603,1,1,1
SW-70551820,202731,1,1,1
SW-81020612,NRA-SW-0237,2,2,1
SW-81411987,NRA-SW-4009,2,1,1
SW-73042480,203380,1,1,1
SW-70813018,203223,1,1,1
SW-81210413,303194,1,1,1
SW-70610157,203348,1,1,1
SW-91261312,303084,1,1,1
SW-81919902,303007,1,1,1
SW-73082093,202369,2,1,1
SW-70816000,202957,1,1,1
SW-72922654,203012,1,1,1
SW-73061323,203011,1,1,1
SW-81919910,303012,1,1,1
SW-81919904,303013,1,1,1
SW-60010845,102307,1,1,1
SW-A3190224,102712,1,1,1
SW-70550126,201437,3,1,1
SW-Z8480205,102943,1,1,1
SW-60220018,102916,1,1,1
SW-E1000079,102257,1,1,1
SW-81231159,301918,3,1,1
SW-70540790,203903,1,1,1
SW-70511417,202630,1,1,1
SW-70641025,202717,1,1,1
SW-70510021,202632,1,1,1
SW-6WXE0068,401776,1,1,1
SW-73060209,NRA-SW-5654,2,1,1
SW-70813116,203422,1,1,1
SW-81810195,303191,1,1,1
SW-81310607,15/48/171/P/3A,2,1,1
SW-81714844,031299/FN/01,3,1,1
SW-91251625,NRA-SW-6741,2,1,1
SW-81916653,15/48/231/P/19,2,2,1
SW-82710979,NRA-SW-6685,2,1,1
SW-E4150029,071196,2,1,1
SW-Z6540105,102818,2,1,1
SW-Z1440119,012547,2,1,2
SW-A4100123,010219,2,1,1
SW-70620018,203381,1,1,1
SW-C0844000,402270,1,1,1
SW-60250660,082091,2,1,1
SW-70813020,203437,1,1,1
SW-72911631,DRA 459,4,1,1
SW-73080991,NRA-SW-5498,2,1,1
SW-91210333,303667,1,1,1
SW-81211700,303208,1,1,1
SW-Z4170106,021388,2,1,1
SW-70531672,NRA-SW-3474,2,1,1
SW-70630278,SWWA 1137,2,1,1
SW-72811566,DRA 1518,2,1,1
SW-70232709,DRA 1516,2,1,1
SW-82528183,302535,2,1,1
SW-60050001,103246,1,1,1
SW-50590229,401747,1,1,1
SW-70531606,SWWA 2475,2,1,1
SW-73031112,NRA-SW-0005,2,1,1
SW-72936315,NRA-SW-3849,2,1,1
SW-73040149,NRA-SW-3518,2,1,1
SW-82511920,302782,3,1,1
SW-H1814893,300118/FU/01,4,1,1
SW-91241181,SWWA 14,6,1,1
SW-70420146,203977,1,1,1
SW-50211228,040014,2,1,1
SW-50331086,040037,2,1,1
SW-B0050104,103775,1,1,1
SW-70581110,204053,1,1,1
SW-70820008,203039,1,1,1
SW-70814690,203034,1,1,1
SW-70710446,203080,1,1,1
SW-82310127,300705,3,1,1
SW-60220014,103053,1,1,1
SW-50330910,041355,2,1,1
SW-72910429,203122,1,1,1
SW-70610325,203089,1,1,1
SW-70621435,203102,1,1,1
SW-82520010,303279,1,1,1
SW-60010862,071574,2,1,1
SW-A2270404,010034,2,1,1
SW-50230028,401692,1,1,1
SW-60590245,102593,1,3,1
SW-81910609,SWWA 149,4,1,1
SW-50360100,401724,1,1,1
SW-60600119,100881,3,1,1
SW-73011323,NRA-SW-0002,2,1,1
SW-81910025,303333,1,1,1
SW-82310146,303258,1,1,1
SW-C1562900,402188,1,1,1
SW-82211842,NRA-SW-0782,5,1,1
SW-81420271,NRA-SW-3789,4,1,1
SW-82528028,NRA-SW-4018,3,1,1
SW-81290125,NRA-SW-6981,2,1,1
SW-81414866,303397,1,1,1
SW-60210001,402204,1,1,1
SW-75110001,203018,3,1,1
SW-81910032,303507,1,1,1
SW-81913891,303452,1,1,1
SW-70510285,202541,2,1,1
SW-70514530,200819,3,1,1
SW-82310147,303258,1,1,2
SW-73115173,002673,4,1,1
SW-60030364,071978,3,1,1
SW-70641031,203812,2,1,1
SW-Z8480219,101328,4,2,1
SW-50704490,400673,2,1,1
SW-A4070131,010024,4,1,2
SW-50900722,041324,5,1,1
SW-70630272,NRA-SW-3469,2,1,1
SW-73050121,DRA 159,6,1,1
SW-81519903,302530,5,1,2
SW-Z5012901,010031,4,1,1
SW-E2160019,072317,4,1,1
SW-E4150021,071196,4,1,3
SW-50440001,042116,2,1,2
SW-50410119,040070,2,1,1
SW-E8100009,070005,2,1,1
SW-A0360117,010032,2,1,2
SW-E2160019,072317,2,1,1
SW-63310184,103860,1,1,1
SW-A3190312,010299,2,1,1
SW-E4320029,070055,2,1,1
SW-A3220201,010049,2,1,1
SW-A2300101,010053,2,1,1
SW-Z5550126,010156,2,1,1
SW-B3140102,010063,2,1,1
SW-E3120029,070085,2,1,1
SW-82211950,NPSWQD000605,1,1,1
SW-60031297,NPSWQD000677,1,1,1
SW-E1230039,070128,2,1,1
SW-50350002,400454,2,1,1
SW-E3170019,102511,1,1,1
SW-70620445,203099,1,1,1
SW-70501359,202846,2,1,1
SW-70501359,202846,3,1,1
SW-H2014875,032993/FU/01,3,1,1
SW-70110131,003269/FU/01,3,1,1
SW-Z8480130,103881,1,1,1
SW-81950927,NRA-SW-5475,3,1,1
SW-81951557,300827/FN/01,2,1,1
SW-82010142,302822,2,1,1
SW-60120050,103825,2,1,1
SW-C7021001,401056,1,2,2
SW-70611292,DRA 1130,2,1,1
SW-C4002700,401739,1,1,2
SW-72910254,SWWA 665,2,1,1
SW-70523798,NRA-SW-7714,2,1,1
SW-70523798,NRA-SW-7714,2,1,2
SW-81515954,303233,1,1,1
SW-50260309,041354,2,1,2
SW-50280457,041352,3,1,1
SW-50340496,040628,2,1,1
SW-70817390,203413,4,1,1
SW-50310131,042463,4,1,1
SW-60500240,101538,3,1,1
SW-82211842,NRA-SW-0782,10,1,1
SW-A3240103,102218,2,1,1
SW-Z1012103,101637,3,1,1
SW-A2270493,010265,4,1,1
SW-A4070131,010024,3,1,2
SW-E3020019,101456,3,1,1
SW-B3160103,010029,3,1,1
SW-60031354,071798,3,1,1
SW-81950668,NRA-SW-7828,4,1,1
SW-70210706,003101/FN/01,4,1,1
SW-70633312,NRA-SW-6988,3,1,1
SW-E3110039,070154,3,1,1
SW-E2040011,070053,3,1,2
SW-72910343,202669,4,1,1
SW-70531672,NRA-SW-3474,4,1,1
SW-82528133,15/49/281/P/16,6,1,1
SW-70630278,SWWA 1137,4,1,1
SW-70630192,NRA-SW-6984,6,1,1
SW-81915133,302487,5,1,1
SW-70710315,202711,5,1,1
SW-70710320,202711,5,1,2
SW-70530031,NPSWQD002627,1,1,1
SW-Z1012005,011342,3,1,1
SW-50210020,401665,1,1,1
SW-50410150,040067,3,1,1
SW-Z8490139,012200,3,1,1
SW-Z3120103,010071,4,1,1
SW-50410119,402100,2,1,1
SW-E4000021,070099,3,3,1
SW-50231071,040080,3,1,2
SW-81410450,300914,6,1,1
SW-81410383,302401,3,1,1
SW-81410383,302401,4,1,1
SW-E2360019,070975,3,1,1
SW-60010154,101438,2,1,1
SW-D1727900,041570,3,1,1
SW-50320389,040093,3,2,1
SW-81950832,15/48/22/P/5,3,1,1
SW-91251612,NRA-SW-0007,3,1,1
SW-Z5550107,010039,4,1,2
SW-A3190312,010299,4,1,1
SW-E2030049,102395,3,1,1
SW-Z4170228,010054,4,1,2
SW-70813018,203223,3,1,1
SW-81310248,303644,2,1,1
SW-50340503,401339,3,1,2
SW-73041968,003126/FN/01,5,1,1
SW-91261790,SWWA 1148,4,1,1
SW-73031112,NRA-SW-0005,5,1,1
SW-50440001,042116,4,1,2
SW-60010750,102162,3,1,1
SW-Z5012803,011559,4,1,1
SW-73215139,202404,4,1,1
SW-50031011,041574,4,1,1
SW-50370281,401485,3,1,1
SW-50211458,042464,7,1,1
SW-FPF00029,100385,5,1,2
SW-Z8490139,012200,4,1,1
SW-50230035,NPSWQD003184,2,1,1
SW-Z7500105,100673,6,1,1
SW-73040172,DRA 1382,3,1,1
SW-81520190,034695/WW/01,2,1,1
SW-Z5012921,010031,3,1,2
SW-50260306,041354,3,1,1
SW-50370334,401495,1,1,3
SW-50370441,400972,1,1,3
SW-70581015,203020,4,1,1
SW-73111264,NRA-SW-0411,4,1,1
SW-70725457,201064,5,1,1
SW-72941168,NRA-SW-3657,4,1,1
SW-81231159,301918,6,1,1
SW-70614950,200976,8,1,1
SW-91241713,303090,3,1,1
SW-73011323,203312,3,1,1
SW-81914813,302804,3,1,1
SW-70810020,203364,2,1,1
SW-70814642,203410,3,1,1
SW-70501359,203478,3,1,1
SW-50530190,041353,3,1,1
SW-Z4180102,102728,2,1,1
SW-E3180009,100288,3,1,1
SW-60010750,102162,2,1,1
SW-70510450,202475,5,1,1
SW-70531024,203113,3,1,1
SW-70910177,202413,4,1,1
SW-60270550,103392,2,1,1
SW-60250671,071228,3,1,1
SW-70811886,001685/FU/01,7,1,1
SW-70614950,200976,7,1,1
SW-73010276,004665,2,1,1
SW-50340223,042479,4,2,1
SW-73010855,202367,4,1,1
SW-E4070019,070112,3,1,1
SW-Z8490134,010238,2,1,1
SW-E8100039,101480,2,1,1
SW-E1000039,101332,2,1,1
SW-E1310019,071989,2,1,1
SW-C4792900,400622,3,1,1
SW-70816012,200261/FN/01,4,1,1
SW-73110715,NPSWQD008780,1,1,1
SW-E7080011,071977,3,2,1
SW-50030584,400606,3,1,1
SW-B3170303,010101,3,1,1
SW-E4000041,101331,3,1,2
SW-50240179,040044,4,1,1
SW-C4404700,402536,1,1,2
SW-81231751,15/47/41/P/6,3,1,1
SW-81214763,300072/FN/01,3,1,1
SW-50260518,401382,3,1,2
SW-50340493,040628,4,1,2
SW-70511377,SWWA 180,3,1,1
SW-81011046,032738/FN/02,6,1,1
SW-60220017,103010,2,1,1
SW-60031168,070086,2,1,1
SW-50281334,041637,2,1,1
SW-70614616,202009,4,1,1
SW-H2014875,032993/FU/01,6,1,1
SW-70210166,202563,4,1,1
SW-70532650,SWWA 5,5,1,1
SW-50231071,040080,6,1,2
SW-E3170019,102511,3,1,1
SW-E4330029,072344,4,1,1
SW-60032839,102408,3,1,1
SW-C4221700,043204,2,1,2
SW-C4005700,401354,6,1,2
SW-50959903,401354,6,1,3
SW-50950351,401242,4,1,1
SW-50959901,401242,4,1,2
SW-81231114,NRA-SW-6739,3,1,1
SW-70232780,NRA-SW-4946,4,1,1
SW-81222210,303085,3,1,1
SW-70571465,001875/TF/02,3,1,1
SW-FPF00082,203380,4,2,1
SW-E6280048,101432,6,1,1
SW-82521210,NRA-SW-6959,4,1,1
SW-91261312,303084,5,1,1
SW-82540134,NRA-SW-0414,4,1,1
SW-81522719,NRA-SW-3673,4,1,1
SW-70720139,NRA-SW-0257,5,1,1
SW-72923754,203161,2,1,1
SW-73012567,200356/FN/01,3,1,1
SW-81515954,303233,5,1,1
SW-81521724,NRA-SW-5293,6,1,1
