EA_REGION,REGION,PERMIT_REF,VERSION,OUTLET_NUMBER,EFFLUENT_NUMBER,SPT_DESC,EFF_SAMPLE_POINT,EFF_TMEN_CODE,TMEN_DESC,DWF (m3_d),MAX_DAILY (m3_d),MEAN (m3_d),MAX_RATE (l_s),samplingPoint.notation
SW,EA South West Region,402465,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50361181,01,BIOLOGICAL FILTRATION,75.0,,,7.3,SW-50361181
SW,EA South West Region,402465,3,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,FPF00023,11,SCREENING,,,,,SW-FPF00023
SW,EA South West Region,101441,3,2,1,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,Z1520113,11,SCREENING,,,,,SW-Z1520113
SW,EA South West Region,040044,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50240179,01,BIOLOGICAL FILTRATION,2034.0,,,,SW-50240179
SW,EA South West Region,102362,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z1010702,08,DO NOT USE - USE 40 TO 43 CHEMICAL - PHOSPHATE STRIPPING,4720.0,,,,SW-Z1010702
SW,EA South West Region,200411,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72931092,01,BIOLOGICAL FILTRATION,15.0,,,,SW-72931092
SW,EA South West Region,SWWA 2251,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70723485,,,36.4,,,,SW-70723485
SW,EA South West Region,15/49/30/P/10,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82712763,01,BIOLOGICAL FILTRATION,262.0,,,,SW-82712763
SW,EA South West Region,DRA 308,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70531035,01,BIOLOGICAL FILTRATION,380.0,,,,SW-70531035
SW,EA South West Region,DRA 1062,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70826068,01,BIOLOGICAL FILTRATION,370.0,,,,SW-70826068
SW,EA South West Region,15/47/1/P/9,3,2,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81010892,01,BIOLOGICAL FILTRATION,63.7,,,,SW-81010892
SW,EA South West Region,15/48/231/P/19,3,2,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81916653,01,BIOLOGICAL FILTRATION,120.0,,,,SW-81916653
SW,EA South West Region,SWWA 2064,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70422295,01,BIOLOGICAL FILTRATION,132.0,,,,SW-70422295
SW,EA South West Region,DRA 1355,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70540233,01,BIOLOGICAL FILTRATION,207.27,,,,SW-70540233
SW,EA South West Region,040024,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50231729,01,BIOLOGICAL FILTRATION,4.0,,,,SW-50231729
SW,EA South West Region,010077,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,B0011101,01,BIOLOGICAL FILTRATION,2025.0,,,,SW-B0011101
SW,EA South West Region,303394,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82315120,33,MEMBRANE FILTRATION,1260.0,,,,SW-82315120
SW,EA South West Region,NPSWQD009661,1,01,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,82710008,29,PACKAGE TREATMENT PLANT,,60.0,,,SW-82710008
SW,EA South West Region,101640,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E2240019,14,LAND IRRIGATION,1050.0,,,,SW-E2240019
SW,EA South West Region,011557,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A2270406,01,BIOLOGICAL FILTRATION,300.0,1123.0,,,SW-A2270406
SW,EA South West Region,070087,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60031911,01,BIOLOGICAL FILTRATION,120.0,,,,SW-60031911
SW,EA South West Region,042618,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50700369,01,BIOLOGICAL FILTRATION,435.0,,,,SW-50700369
SW,EA South West Region,401495,4,1,3,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50370334,22,UV DISINFECTION,,,,,SW-50370334
SW,EA South West Region,NRA-SW-6984,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70630192,01,BIOLOGICAL FILTRATION,650.0,,,,SW-70630192
SW,EA South West Region,203603,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70920826,01,BIOLOGICAL FILTRATION,11.0,,,,SW-70920826
SW,EA South West Region,303087,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81250105,23,ACTIVATED SLUDGE,570.0,,,,SW-81250105
SW,EA South West Region,203388,2,1,01,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70630153,01,BIOLOGICAL FILTRATION,190.0,,,,SW-70630153
SW,EA South West Region,202394,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70111020,22,UV DISINFECTION,4644.0,,,,SW-70111020
SW,EA South West Region,203027,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70581040,01,BIOLOGICAL FILTRATION,468.0,,,,SW-70581040
SW,EA South West Region,EPRAP3428GZ,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50330862,29,PACKAGE TREATMENT PLANT,,7.0,,,SW-50330862
SW,EA South West Region,15/48/24/P/4,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82113588,01,BIOLOGICAL FILTRATION,111.0,,,,SW-82113588
SW,EA South West Region,302956,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81311021,01,BIOLOGICAL FILTRATION,753.0,,,,SW-81311021
SW,EA South West Region,303233,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81515954,22,UV DISINFECTION,99.0,,,,SW-81515954
SW,EA South West Region,070053,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E2040019,03,TERTIARY BIOLOGICAL,70.0,,,,SW-E2040019
SW,EA South West Region,041577,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50951312,01,BIOLOGICAL FILTRATION,182.0,,,,SW-50951312
SW,EA South West Region,303399,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82517313,01,BIOLOGICAL FILTRATION,485.0,,,,SW-82517313
SW,EA South West Region,203806,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70551820,01,BIOLOGICAL FILTRATION,42.0,,,,SW-70551820
SW,EA South West Region,303667,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91210333,01,BIOLOGICAL FILTRATION,31.0,,,,SW-91210333
SW,EA South West Region,040059,3,2,1,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,50311172,11,SCREENING,,,,,SW-50311172
SW,EA South West Region,010063,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,B3140102,01,BIOLOGICAL FILTRATION,410.0,,,,SW-B3140102
SW,EA South West Region,103453,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,61200420,01,BIOLOGICAL FILTRATION,334.0,,,,SW-61200420
SW,EA South West Region,302642,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81910120,22,UV DISINFECTION,9500.0,,,,SW-81910120
SW,EA South West Region,NPSWQD008555,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50580004,29,PACKAGE TREATMENT PLANT,,6.0,,,SW-50580004
SW,EA South West Region,NPSWQD008933,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,60220020,29,PACKAGE TREATMENT PLANT,,7.0,,,SW-60220020
SW,EA South West Region,200356/FN/01,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73012567,,,61.0,,,,SW-73012567
SW,EA South West Region,401500,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50210352,08,DO NOT USE - USE 40 TO 43 CHEMICAL - PHOSPHATE STRIPPING,2826.0,,,,SW-50210352
SW,EA South West Region,401758,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50341921,01,BIOLOGICAL FILTRATION,2944.0,,,,SW-50341921
SW,EA South West Region,303347,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,H1210290,22,UV DISINFECTION,22554.0,,,,SW-H1210290
SW,EA South West Region,303086,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91252047,03,TERTIARY BIOLOGICAL,204.0,,,,SW-91252047
SW,EA South West Region,DRA 459,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72911631,01,BIOLOGICAL FILTRATION,55.09,,,,SW-72911631
SW,EA South West Region,401025,2,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,50540184,11,SCREENING,,,,,SW-50540184
SW,EA South West Region,101668,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z9420104,03,TERTIARY BIOLOGICAL,295.0,,,,SW-Z9420104
SW,EA South West Region,010092,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A3200206,01,BIOLOGICAL FILTRATION,100.0,,,,SW-A3200206
SW,EA South West Region,101432,5,1,2,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60030047,01,BIOLOGICAL FILTRATION,,,,,SW-60030047
SW,EA South West Region,041658,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50830236,01,BIOLOGICAL FILTRATION,36.0,,,,SW-50830236
SW,EA South West Region,100334/FU/01,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E8900030,22,UV DISINFECTION,19457.0,,,,SW-E8900030
SW,EA South West Region,050808,2,1,1,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,50700150,99,NONE,,9091.0,,,SW-50700150
SW,EA South West Region,SWWA 880,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91241111,01,BIOLOGICAL FILTRATION,65.0,,,2.0,SW-91241111
SW,EA South West Region,DRA 1456,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70921066,23,ACTIVATED SLUDGE,363.94,,,,SW-70921066
SW,EA South West Region,202081,7,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73015033,22,UV DISINFECTION,1987.0,,,,SW-73015033
SW,EA South West Region,101049,7,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E8900049,22,UV DISINFECTION,16520.0,94608.0,,1095.0,SW-E8900049
SW,EA South West Region,041355,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50330910,01,BIOLOGICAL FILTRATION,75.0,,,,SW-50330910
SW,EA South West Region,NPSWQD004100,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,73010870,29,PACKAGE TREATMENT PLANT,,12.6,,,SW-73010870
SW,EA South West Region,102718,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z1011505,01,BIOLOGICAL FILTRATION,430.0,,,,SW-Z1011505
SW,EA South West Region,100673,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z7500105,01,BIOLOGICAL FILTRATION,2917.0,,,,SW-Z7500105
SW,EA South West Region,NPSWQD005901,1,01,01,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50250000,29,PACKAGE TREATMENT PLANT,,15.94,,,SW-50250000
SW,EA South West Region,101331,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E4000049,01,BIOLOGICAL FILTRATION,14305.0,,,,SW-E4000049
SW,EA South West Region,102486,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60060613,01,BIOLOGICAL FILTRATION,1182.0,,,,SW-60060613
SW,EA South West Region,15/47/42/P/5,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81241326,01,BIOLOGICAL FILTRATION,96.36,,,,SW-81241326
SW,EA South West Region,040628,5,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,50340493,11,SCREENING,,,,,SW-50340493
SW,EA South West Region,SWWA 206,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73060256,30,REEDBED,132.0,,,,SW-73060256
SW,EA South West Region,010059,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A2270303,01,BIOLOGICAL FILTRATION,85.0,,,,SW-A2270303
SW,EA South West Region,070076,4,2,1,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,E1200011,11,SCREENING,,,,,SW-E1200011
SW,EA South West Region,301266,2,1,1,TRADE DISCHARGES - SITE DRAINAGE,81910618,10,LAGOON SETTLEMENT,,2592.0,,30.0,SW-81910618
SW,EA South West Region,401500,5,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,50210358,11,SCREENING,,,,,SW-50210358
SW,EA South West Region,402536,2,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,C4404700,11,SCREENING,,,,,SW-C4404700
SW,EA South West Region,303049,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82315180,22,UV DISINFECTION,2160.0,,,,SW-82315180
SW,EA South West Region,NRA-SW-6741,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91251625,10,LAGOON SETTLEMENT,96.0,,,,SW-91251625
SW,EA South West Region,303720,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,91210280,29,PACKAGE TREATMENT PLANT,,19.2,,,SW-91210280
SW,EA South West Region,DRA 1462,2,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),70642090,21,SAND FILTRATION,113.65,,,,SW-70642090
SW,EA South West Region,402297,2,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),50210021,09,PRIMARY SETTLEMENT,,100.0,,,SW-50210021
SW,EA South West Region,NRA-SW-3789,8,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81420271,22,UV DISINFECTION,2829.0,,,,SW-81420271
SW,EA South West Region,200834,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70314519,22,UV DISINFECTION,6331.0,,,,SW-70314519
SW,EA South West Region,SWWA 179,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81211257,01,BIOLOGICAL FILTRATION,4546.0,,,568.25,SW-81211257
SW,EA South West Region,201437,8,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70550126,01,BIOLOGICAL FILTRATION,6900.0,,,,SW-70550126
SW,EA South West Region,011559,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z5012803,01,BIOLOGICAL FILTRATION,220.0,,,,SW-Z5012803
SW,EA South West Region,301142,7,1,5,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,81229901,11,SCREENING,,,,,SW-81229901
SW,EA South West Region,300072/FN/01,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81214763,01,BIOLOGICAL FILTRATION,156.4,,,,SW-81214763
SW,EA South West Region,010080,4,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,A3200244,11,SCREENING,,,,,SW-A3200244
SW,EA South West Region,DRA 1539,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70230155,01,BIOLOGICAL FILTRATION,140.46,,,,SW-70230155
SW,EA South West Region,SWWA 2096,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,91522185,29,PACKAGE TREATMENT PLANT,,62.0,,,SW-91522185
SW,EA South West Region,102988,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A3190205,21,SAND FILTRATION,2252.0,,,,SW-A3190205
SW,EA South West Region,071977,4,2,1,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,E7080011,11,SCREENING,,,,,SW-E7080011
SW,EA South West Region,102050,6,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,6WXE0563,11,SCREENING,,,,,SW-6WXE0563
SW,EA South West Region,102816,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z3110104,01,BIOLOGICAL FILTRATION,87.0,,,,SW-Z3110104
SW,EA South West Region,102816,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z3110104,01,BIOLOGICAL FILTRATION,87.0,,,,SW-Z3110104
SW,EA South West Region,071984,2,A,B,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E2060099,01,BIOLOGICAL FILTRATION,,6.0,,,SW-E2060099
SW,EA South West Region,203442,7,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70812669,22,UV DISINFECTION,454.0,,,,SW-70812669
SW,EA South West Region,400435,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50034510,33,MEMBRANE FILTRATION,4910.0,,,,SW-50034510
SW,EA South West Region,NRA-SW-3580,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70522991,01,BIOLOGICAL FILTRATION,103.0,,,5.0,SW-70522991
SW,EA South West Region,NRA-SW-6747,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73062522,01,BIOLOGICAL FILTRATION,162.0,,,,SW-73062522
SW,EA South West Region,NRA-SW-7828,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81950668,23,ACTIVATED SLUDGE,68.0,,,,SW-81950668
SW,EA South West Region,200357/FN/01,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70720812,,,75.0,,,,SW-70720812
SW,EA South West Region,NRA-SW-6082,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70815223,14,LAND IRRIGATION,320.0,,,,SW-70815223
SW,EA South West Region,203034,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70814690,01,BIOLOGICAL FILTRATION,283.0,,,,SW-70814690
SW,EA South West Region,203410,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70814642,01,BIOLOGICAL FILTRATION,122.0,,,,SW-70814642
SW,EA South West Region,201437,9,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70550126,01,BIOLOGICAL FILTRATION,6900.0,,,,SW-70550126
SW,EA South West Region,303096,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82210920,01,BIOLOGICAL FILTRATION,1042.0,,,,SW-82210920
SW,EA South West Region,CRA 172,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81930115,01,BIOLOGICAL FILTRATION,180.0,,,,SW-81930115
SW,EA South West Region,NRA-SW-3570,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70531275,01,BIOLOGICAL FILTRATION,118.0,,,5.8,SW-70531275
SW,EA South West Region,200365/FN/01,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72940662,01,BIOLOGICAL FILTRATION,59.6,,,,SW-72940662
SW,EA South West Region,200927,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70531787,01,BIOLOGICAL FILTRATION,180.0,,,,SW-70531787
SW,EA South West Region,201678,4,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,FPF00097,11,SCREENING,,,,,SW-FPF00097
SW,EA South West Region,EPREP3226XS,1,1,1,TRADE DISCHARGES - SITE DRAINAGE,50280010,10,LAGOON SETTLEMENT,,3000.0,,35.0,SW-50280010
SW,EA South West Region,NRA-SW-5295,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70712263,01,BIOLOGICAL FILTRATION,92.8,,,4.07,SW-70712263
SW,EA South West Region,202474,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70531323,23,ACTIVATED SLUDGE,446.0,,,,SW-70531323
SW,EA South West Region,202413,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70910177,22,UV DISINFECTION,56.0,,,,SW-70910177
SW,EA South West Region,NRA-SW-6975,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81201606,01,BIOLOGICAL FILTRATION,750.0,,,,SW-81201606
SW,EA South West Region,CRA 25,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91241745,01,BIOLOGICAL FILTRATION,94.0,,,,SW-91241745
SW,EA South West Region,202563,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70210166,22,UV DISINFECTION,2493.0,,,,SW-70210166
SW,EA South West Region,15/47/42/P/5,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81241326,01,BIOLOGICAL FILTRATION,156.0,,,,SW-81241326
SW,EA South West Region,DRA 456,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72934606,,,77.73,,,,SW-72934606
SW,EA South West Region,SWWA 877,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81231464,01,BIOLOGICAL FILTRATION,105.0,,,,SW-81231464
SW,EA South West Region,101940,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E0910081,01,BIOLOGICAL FILTRATION,3081.0,,,,SW-E0910081
SW,EA South West Region,010001,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,B0060101,01,BIOLOGICAL FILTRATION,543.0,,,,SW-B0060101
SW,EA South West Region,15/47/42/P/5,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81241326,01,BIOLOGICAL FILTRATION,96.36,,,,SW-81241326
SW,EA South West Region,401518,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50210329,08,DO NOT USE - USE 40 TO 43 CHEMICAL - PHOSPHATE STRIPPING,1811.0,,,,SW-50210329
SW,EA South West Region,401961,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50330342,01,BIOLOGICAL FILTRATION,105.0,,,,SW-50330342
SW,EA South West Region,040010,4,3,1,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,50310244,11,SCREENING,,,,,SW-50310244
SW,EA South West Region,400673,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50704490,23,ACTIVATED SLUDGE,8050.0,,,,SW-50704490
SW,EA South West Region,012129,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z7500138,01,BIOLOGICAL FILTRATION,225.0,,,,SW-Z7500138
SW,EA South West Region,040080,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50231076,41,IRON CHEMICAL DOSING FOR PHOSPHATE REMOVAL,480.0,,,,SW-50231076
SW,EA South West Region,402335,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50341119,01,BIOLOGICAL FILTRATION,69.0,,,,SW-50341119
SW,EA South West Region,103392,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60270550,08,DO NOT USE - USE 40 TO 43 CHEMICAL - PHOSPHATE STRIPPING,2000.0,,,,SW-60270550
SW,EA South West Region,103392,3,2,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60270555,01,BIOLOGICAL FILTRATION,2000.0,,,,SW-60270555
SW,EA South West Region,070379,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E1000089,01,BIOLOGICAL FILTRATION,310.0,,,,SW-E1000089
SW,EA South West Region,302808,3,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,80490002,29,PACKAGE TREATMENT PLANT,,35.0,,,SW-80490002
SW,EA South West Region,SWWA 5,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70532650,,,563.64,,,,SW-70532650
SW,EA South West Region,101331,4,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,E4000041,11,SCREENING,,,,,SW-E4000041
SW,EA South West Region,102152,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60032867,01,BIOLOGICAL FILTRATION,1586.0,,,,SW-60032867
SW,EA South West Region,102943,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z8480205,01,BIOLOGICAL FILTRATION,600.0,,,,SW-Z8480205
SW,EA South West Region,072054,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E7040019,01,BIOLOGICAL FILTRATION,454.0,,,,SW-E7040019
SW,EA South West Region,101332,4,1,2,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E1000041,01,BIOLOGICAL FILTRATION,,,,,SW-E1000041
SW,EA South West Region,400622,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,C4792900,01,BIOLOGICAL FILTRATION,32141.0,,,,SW-C4792900
