"COMPANY_NAME","DISCHARGE_SITE_NAME","DISCHARGE_SITE_TYPE_CODE","DSI_TYPE_DESCRIPTION","ADD_OF_DISCHARGE_SITE_LINE_1","ADD_OF_DISCHARGE_SITE_LINE_2","ADD_OF_DISCHARGE_SITE_LINE_3","ADD_OF_DISCHARGE_SITE_LINE_4","ADD_OF_DISCHARGE_SITE_PCODE","DISTRICT_COUNCIL","DISCHARGE_NGR","CATC_NAME","CATCHMENT_CODE","EA_REGION","SOURCE","PERMIT_NUMBER","PERMIT_VERSION","RECEIVING_WATER","RECEIVING_ENVIRON_TYPE_CODE","REC_ENV_CODE_DESCRIPTION","ISSUED_DATE","EFFECTIVE_DATE","REVOCATION_DATE","STATUS_OF_PERMIT","STATUS_DESCRIPTION","OUTLET_NUMBER","OUTLET_TYPE_CODE","OUTLET_TYPE_DESCRIPTION","OUTLET_GRID_REF","EFFLUENT_NUMBER","EFFLUENT_TYPE","EFF_TYPE_DESCRIPTION","EFFLUENT_GRID_REF","geometry"
"MR WILLIAM WALLIS","THE FOX INN","56","Food+Beverage Services/Cafe/Restaurant/Pub","ANSTY","DORCHESTER","DORSET","DT2 7PN","DT2 7PN","DORSET UA","ST7655003220","DEVILS BROOK/CHESILBN STM","44/42-","SW","EA South West Region","040685","1","MASH WATER, TRIB OF","1.0","Freshwater river","","04/01/88 00:00:00","","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","Y","Sewage and Trade combined","ST7660003190","1","YZ","SEWAGE & TRADE COMBINED - UNSPECIFIED","ST7660003190","POINT (376550 103220)"
"MR MACKAY AND MS MAGUIRE","BREWERS COTTAGE","A0","Domestic property (single) (incl farm house)","WHITE HILL","TOLPUDDLE","DORCHESTER","DORSET","DT2 7EP","DORSET UA","SY7941094510","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","400512","1","SOAKAWAY","3.0","Into land / infiltration system","","05/11/98 00:00:00","","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","U","Sewage - not water company","SY7941094520","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7941094520","POINT (379410 94510)"
"WESSEX WATER SERVICES LIMITED","MILBORNE ST. ANDREW STW","A2","WwTW/Sewage Treatment Works (water company)","SNAG LANE","-","MILBORNE ST.ANDREW","DORSET","DT11 0JS","DORSET UA","SY8038096680","BERE STREAM","44/44-","SW","EA South West Region","042116","4","BERE STREAM(S)","1.0","Freshwater river","03/31/10 00:00:00","03/31/10 00:00:00","","E0","MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY8025096490","3","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY8034096690","POINT (380380 96680)"
"D P, M P & S M KAYLL","HOLIDAY FLATS","A1","Domestic property (multiple) (incl farm houses)","WEST LUCCOMBE FARM","MILTON ABBAS","BLANDFORD FORUM","DORSET","DT11 0BE","DORSET UA","ST8093001200","BERE STREAM","44/44-","SW","EA South West Region","042077","2","SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","ST8091001160","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","ST8091001160","POINT (380930 101200)"
"MR AND MRS J C DOVEY","GREATER WHITWAY FARM","A0","Domestic property (single) (incl farm house)","WINTERBOURNE STEEPLETON","DORCHESTER","","DORSET","DT2 9LG","DORSET UA","SY6341089850","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","042587","2","SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY6339089870","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY6339089870","POINT (363410 89850)"
"MR NICHOLAS WOODINGTON","TRESCO & HAMWOOD","A1","Domestic property (multiple) (incl farm houses)","WESTLEAZE","CHARMINSTER","DORCHESTER",".","DT2 9PZ","DORSET UA","SY6857792108","","","SW","EA South West Region","EPRFB3794RX","1","GROUND","3.0","Into land / infiltration system","03/20/17 00:00:00","03/20/17 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY6856592090","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY6856592090","POINT (368577 92108)"
"BURGESS & ASSOCIATES, J","NOS. 82-88 FURZEBROOK RD","A1","Domestic property (multiple) (incl farm houses)","WAREHAM","","","DORSET","BH20 5DD","DORSET UA","SY9270085400","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","051028","2","GROUNDWATER","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY9270085400","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY9270085400","POINT (392700 85400)"
"MR J H W HURD AND MRS A M HURD","LOWER MAGISTON WATERCRESS FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","SYDLING ST NICHOLAS","DORCHESTER","","DORSET","DT2 9NR","DORSET UA","SY6348096120","SYDLING WATER","44/54-","SW","EA South West Region","401223","3","SYDLING WATER","15.0","Into land then to watercourse","02/04/16 00:00:00","02/04/16 00:00:00","","E7","VARIED UNDER EPR 2010","1","T","Trade","SY6355496030","1","AD","AGRICULTURE - WATER CRESS FARMING","SY6355496030","POINT (363480 96120)"
"VITACRESS SALADS LIMITED.","DODDINGS FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","DODDINGS","WAREHAM","","DORSET","BH20 7NJ","DORSET UA","SY8522093780","BERE STREAM","44/44-","SW","EA South West Region","043236","2","BERE STREAM","1.0","Freshwater river","09/15/11 00:00:00","09/15/11 00:00:00","","E7","VARIED UNDER EPR 2010","1","A","Agriculture","SY8539093130","1","AD","AGRICULTURE - WATER CRESS FARMING","SY8539093130","POINT (385220 93780)"
"VITACRESS SALADS LIMITED.","MANOR FARM WATERCRESS BEDS","03","Fish + Aquaculture/Fish Farm/Cress Farm","MANOR FARM","SOUTHBROOK","BERE REGIS, WAREHAM","DORSET","BH20 7LH","DORSET UA","SY8476094630","BERE STREAM","44/44-","SW","EA South West Region","043462","2","THE BERE STREAM","1.0","Freshwater river","09/15/11 00:00:00","09/15/11 00:00:00","","E7","VARIED UNDER EPR 2010","1","A","Agriculture","SY8508094000","1","AD","AGRICULTURE - WATER CRESS FARMING","SY8508094000","POINT (384760 94630)"
"THE WATERCRESS COMPANY LIMITED.","TINCLETON WEST WATERCRESS BEDS","03","Fish + Aquaculture/Fish Farm/Cress Farm","TINCLETON","DORCHESTER","","DORSET","DT2 8QP","DORSET UA","SY7666091800","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","401060","2","TRIBUTARY OF THE RIVER FROME","1.0","Freshwater river","09/15/11 00:00:00","09/15/11 00:00:00","","E7","VARIED UNDER EPR 2010","1","A","Agriculture","SY7665091670","1","AD","AGRICULTURE - WATER CRESS FARMING","SY7665091670","POINT (376660 91800)"
"VITACRESS SALADS LIMITED.","MANOR FARM WATERCRESS BEDS","03","Fish + Aquaculture/Fish Farm/Cress Farm","MANOR FARM","SOUTHBROOK","BERE REGIS, WAREHAM","DORSET","BH20 7LH","DORSET UA","SY8476094630","BERE STREAM","44/44-","SW","EA South West Region","043232","2","BERE STREET","1.0","Freshwater river","09/15/11 00:00:00","09/15/11 00:00:00","","E7","VARIED UNDER EPR 2010","1","A","Agriculture","SY8483094450","1","AD","AGRICULTURE - WATER CRESS FARMING","SY8483094450","POINT (384760 94630)"
"VITACRESS SALADS LIMITED.","HOLLYBUSH FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","ROKE","BERE REGIS","WAREHAM","DORSET","BH20 7JF","DORSET UA","SY8373095860","BERE STREAM","44/44-","SW","EA South West Region","043233","2","BERE STREAM","1.0","Freshwater river","09/15/11 00:00:00","09/15/11 00:00:00","","E7","VARIED UNDER EPR 2010","1","A","Agriculture","SY8372095770","1","AD","AGRICULTURE - WATER CRESS FARMING","SY8372095770","POINT (383730 95860)"
"WESSEX WATER SERVICES LIMITED","WEST MILL CRESCENT PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","WAREHAM","","","DORSET","BH20 4BW","DORSET UA","SY9163087960","PIDDLE-BERE STM TO WAREHM","44/45-","SW","EA South West Region","401202","2","TRIB OF RIVER PIDDLE","1.0","Freshwater river","03/31/16 00:00:00","03/31/16 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY9161687923","2","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY9161887939","POINT (391630 87960)"
"MR ANTHONY POINTON","36 MAIN ROAD","A0","Domestic property (single) (incl farm house)","TOLPUDDLE","DORCHESTER",".","DORSET","DT2 7EU","DORSET UA","SY7965994358","","","SW","EA South West Region","EPRWP3728XH","1","GROUNDWATER","3.0","Into land / infiltration system","09/12/12 00:00:00","09/12/12 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY7964894336","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7964894336","POINT (379659 94358)"
"MR BARRY CROOK","WHITCOMBE MONYMUSK RACING STABLES","A1","Domestic property (multiple) (incl farm houses)","WHITCOMBE DOWN ROAD","WHITCOMBE","DORCHESTER","DORSET","DT2 8NY","DORSET UA","SY7135087670","","","SW","EA South West Region","401939","3","GROUNDWATER VIA INFILT SYSTEM","3.0","Into land / infiltration system","01/22/19 00:00:00","01/22/19 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY7119787724","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7119787724","POINT (371350 87670)"
"WESSEX WATER SERVICES LIMITED","SYDLING ST NICHOLAS PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","DORCHESTER ROAD","SYDLING ST NICHOLAS","DORCHESTER","DORSET","DT2 9NS","DORSET UA","SY6322998910","SYDLING WATER","44/54-","SW","EA South West Region","401196","2","TRIBUTARY OF SYDLING WATER","1.0","Freshwater river","10/09/20 00:00:00","10/09/20 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY6322798911","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY6321698914","POINT (363229 98910)"
"WESSEX WATER SERVICES LIMITED","COCK AND BOTTLE PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","FIRESTATION CORNER","EAST MORDEN","WAREHAM","DORSET","BH20 7DA","DORSET UA","SY9135094680","HOLES BAY","44/95-","SW","EA South West Region","401197","2","TRIB OF THE SHERFORD RIVER","1.0","Freshwater river","07/27/20 00:00:00","07/27/20 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY9135494678","2","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY9134794680","POINT (391350 94680)"
"RAYMOND BROWN QUARRY PRODUCTS LIMITED","BINNEGAR YELLOW","08","Mineral/Gravel Extraction/Quarrying","PUDDLETOWN ROAD","BINNEGAR","WAREHAM","DORSET","BH20 6AX","DORSET UA","SY8837887871","","","SW","EA South West Region","EPRGB3294VB","1","RIVER PIDDLE","1.0","Freshwater river","07/13/17 00:00:00","07/13/17 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","T","Trade","SY8814988500","1","TG","TRADE DISCHARGES - MINERAL WORKINGS","SY8807088424","POINT (388378 87871)"
"WESSEX WATER SERVICES LIMITED","STATION ROAD CSO","A3","Storm Tank/CSO on Sewerage Network (water company)","STATION ROAD","WOOL","WAREHAM","DORSET","BH20 6BL","DORSET UA","SY8444086890","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","401165","3","TRIB OF RIVER FROME","1.0","Freshwater river","03/05/18 00:00:00","03/31/18 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY8440086990","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY8444186885","POINT (384440 86890)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER ROAD PS","A4","Pumping Station on Sewerage Network (water company)","WEST STAFFORD","DORCHESTER",".","DORSET","DT2 8AB","DORSET UA","SY7251089710","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","401967","3","SOUTH WINTERBOURNE","1.0","Freshwater river","08/23/21 00:00:00","03/31/23 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY7250689763","2","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY7250689763","POINT (372510 89710)"
"HANSON QUARRY PRODUCTS EUROPE LIMITED","HANSON MASTER QUARRY (HYDE PIT)","08","Mineral/Gravel Extraction/Quarrying","HANSON AGGREGATES","PUDDLETOWN ROAD","WAREHAM","DORSET","BH20 7PJ","DORSET UA","SY8622188972","","","SW","EA South West Region","EPRUP3429SQ","1","RIVER FROME & RIVER PIDDLE","1.0","Freshwater river","05/20/24 00:00:00","05/20/24 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","2","T","Trade","SY8758489108","A1","TG","TRADE DISCHARGES - MINERAL WORKINGS","SY8758489108","POINT (386221 88972)"
"HANSON QUARRY PRODUCTS EUROPE LIMITED","HANSON MASTER QUARRY (HYDE PIT)","08","Mineral/Gravel Extraction/Quarrying","HANSON AGGREGATES","PUDDLETOWN ROAD","WAREHAM","DORSET","BH20 7PJ","DORSET UA","SY8622188972","","","SW","EA South West Region","EPRUP3429SQ","1","RIVER FROME & RIVER PIDDLE","1.0","Freshwater river","05/20/24 00:00:00","05/20/24 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","T","Trade","SY8589989001","a1","TG","TRADE DISCHARGES - MINERAL WORKINGS","SY8589989001","POINT (386221 88972)"
"MR MARK BELCHER","PURBECK FISHERIES","03","Fish + Aquaculture/Fish Farm/Cress Farm","TRIGON","WAREHAM","DORSET","","","DORSET UA","SY8844088570","PIDDLE-BERE STM TO WAREHM","44/45-","SW","EA South West Region","041518","1","RIVER PIDDLE AND TRIB R PIDDLE","1.0","Freshwater river","01/04/94 00:00:00","12/10/93 00:00:00","","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","2","T","Trade","SY8836088520","1","AC","AGRICULTURE - FISH FARMING - WATER COMPANY","SY8836088520","POINT (388440 88570)"
"NUCLEAR RESTORATION SERVICES LIMITED","WINFRITH TECHNOLOGY CENTRE","68","Real Estate Activities/Buying/Selling/Renting","DORCHESTER","DORSET","","","DT2 8DH","DORSET UA","SY8202886968","POOLE - WEYMOUTH COAST","44/03-","SW","EA South West Region","041920","1","(C) WEYMOUTH BAY","11.0","Sea","","09/24/91 00:00:00","","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","T","Trade","SY8609076710","1","TF","TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY","SY8609076710","POINT (382028 86968)"
"HORSINGTON, T. R.","POUND FARM","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","NETHER CERNE","DORCHESTER","DORSET","","","DORSET UA","SY6715099050","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","050177","1","","1.0","Freshwater river","","03/16/63 00:00:00","","B1","TRANSFERRED FROM R(PP)A 1951-1961","1","T","Trade","SY6715099050","1","AA","AGRICULTURE - ARABLE FARMING","SY6715099050","POINT (367150 99050)"
"WESSEX WATER SERVICES LIMITED","WINFRITH CHURCH","A4","Pumping Station on Sewerage Network (water company)","CHALDON ROAD","WINFRITH NEWBURGH","","","","DORSET UA","SY8051084450","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","401167","1","RIVER WIN (S)","1.0","Freshwater river","03/31/02 00:00:00","03/31/02 00:00:00","","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY8052084450","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY8051084450","POINT (380510 84450)"
"IMERYS MINERALS LIMITED","POVINGTON BALL CLAY WORKS (DIS 1)","08","Mineral/Gravel Extraction/Quarrying","LULWORTH RANGES","OFF GRANGE ROAD, STEEPLE","WAREHAM","DORSET",".","DORSET UA","SY8955082860","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","400547","1","TRIBUTARY OF THE RIVER FROME","1.0","Freshwater river","10/12/99 00:00:00","09/28/99 00:00:00","","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","T","Trade","SY8951082860","1","TG","TRADE DISCHARGES - MINERAL WORKINGS","SY8951082860","POINT (389550 82860)"
"AXIUM CENTRE MANAGEMENT LIMITED","AXIUM CENTRE","68","Real Estate Activities/Buying/Selling/Renting","DORCHESTER ROAD","LYCHETT MINSTER","POOLE","DORSET","BH16 6FE","DORSET UA","SY9403493050","HOLES BAY","44/95-","SW","EA South West Region","402262","1","A TRIBUTARY OF SHERFORD RIVER","1.0","Freshwater river","02/14/07 00:00:00","08/01/07 00:00:00","","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","U","Sewage - not water company","SY9405392972","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY9405092972","POINT (394034 93050)"
"WESSEX WATER SERVICES LIMITED","WOOL STW","A2","WwTW/Sewage Treatment Works (water company)","WOOL","WAREHAM","","DORSET","DT2 8DH","DORSET UA","SY8212387340","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","401747","3","DORSET FROME(S)","1.0","Freshwater river","03/31/10 00:00:00","03/31/10 00:00:00","","E0","MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY8245087380","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY8226087330","POINT (382123 87340)"
"MRS GILLIAN CARSON","BURNGATE BUNGALOW STP","A1","Domestic property (multiple) (incl farm houses)","BURNGATE BUNGALOW","BURNGATE","WAREHAM","DORSET","BH20 5PT","DORSET UA","SY8350081742","POOLE - WEYMOUTH COAST","44/03-","SW","EA South West Region","EPRFP3724XT","1","GROUNDWATER VIA INFILT SYSTEM","3.0","Into land / infiltration system","10/28/10 00:00:00","10/28/10 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY8348181735","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8347981735","POINT (383500 81742)"
"FAIRCLOUGH CIVIL ENGINEERING","FAIRCLOUGH CIVIL ENGINEERING LTD","16","Making of Wood Products/Cork/Straw/Sawmilling","YELLOWHAM HILL","DORCHESTER","","DORSET","DT2 8FA","DORSET UA","SY7255092960","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","041877","2","SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY7260092900","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7260092900","POINT (372550 92960)"
"MR KEITH BAMLET","NEW PROPERY AT FROME WHITFIELD FARM","A0","Domestic property (single) (incl farm house)","FROME WHITFIELD","DORCHESTER","","DORSET","DT2 7RY","DORSET UA","SY6966091908","","","SW","EA South West Region","EPRXP3629XF","1","GROUNDWATER VIA INFILT SYSTEM","3.0","Into land / infiltration system","12/11/12 00:00:00","12/11/12 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY6964491897","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY6964491903","POINT (369660 91908)"
"TRUSTEES RAMPISHAM MANOR EST","ROSE COTTAGE","A0","Domestic property (single) (incl farm house)","RAMPISHAM","DORCHESTER","","DORSET","DT2 0PR","DORSET UA","ST5591002560","FROME ABOVE RIVER HOOKE","44/51-","SW","EA South West Region","050793","2","GROUNDWATER","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","ST5591002560","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","ST5591002560","POINT (355910 102560)"
"DORSET COUNCIL","CAREY CAMP SUMMER SCHOOL(WAREHAM)","85","Education/Nursery/School/College/Uni/Training Venue","CARY","WAREHAM","","DORSET","BH20 7PB","DORSET UA","SY8992088600","PIDDLE-BERE STM TO WAREHM","44/45-","SW","EA South West Region","050827","2","SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY8992088600","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8992088600","POINT (389920 88600)"
"EWART, MR S","NOS 1 2 & 3 BOND STREET","A1","Domestic property (multiple) (incl farm houses)","GRANGE ROAD","WAREHAM","","DORSET","BH20 5DL","DORSET UA","SY9163082930","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","051261","2","SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY9163082930","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY9163082930","POINT (391630 82930)"
"VITACRESS SALADS LIMITED.","NEW DWELLING AT HOLLYBUSH FARM","A0","Domestic property (single) (incl farm house)","ROKE ROAD","BERE REGIS","","DORSET","BH20 7JF","DORSET UA","SY8372095860","BERE STREAM","44/44-","SW","EA South West Region","042894","2","DISCHARGE TO SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY8382095760","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8382095760","POINT (383720 95860)"
"MR PETER HISCOCK","PLUSH CRICKET CLUB","A0","Domestic property (single) (incl farm house)","PLUSH","PIDDLETRENTHIDE","DORCHESTER","DORSET","DT2 7RQ","DORSET UA","ST7130001664","PIDDLE TO DEVILS BROOK","44/41-","SW","EA South West Region","NPSWQD006467","2","GROUND VIA SOAKAWAY","3.0","Into land / infiltration system","12/12/12 00:00:00","12/12/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","ST7130001622","01","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","ST7130001622","POINT (371300 101664)"
"VITACRESS SALADS LIMITED.","MANOR FARM WATERCRESS BEDS","03","Fish + Aquaculture/Fish Farm/Cress Farm","MANOR FARM","SOUTHBROOK","BERE REGIS, WAREHAM","DORSET","BH20 7LH","DORSET UA","SY8476094630","BERE STREAM","44/44-","SW","EA South West Region","043231","2","BERE STREAM","1.0","Freshwater river","09/15/11 00:00:00","09/15/11 00:00:00","","E7","VARIED UNDER EPR 2010","1","A","Agriculture","SY8475094670","1","AD","AGRICULTURE - WATER CRESS FARMING","SY8475094670","POINT (384760 94630)"
