,id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.longitude,samplingPoint.latitude,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit,PERMIT_NUMBER,PERMIT_VERSION,MONTH,Unnamed: 0,row_id,n,DETE,DETE_CODE,EA_REGION,EFFLUENT_NUMBER,METHOD,MONTH_FROM,MONTH_TO,OUTLET_NUMBER,PERMIT_REF,REGION,UNITS,VERSION,RULE_TYPE,RULE_VALUE,status
11226,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3555745/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-07-17 12:47:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.76,PH UNITS,401059,2.0,7,271,111,2,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11241,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3559722/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-08-20 12:06:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.55,PH UNITS,401059,2.0,8,81,81,1,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11242,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3559722/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-08-20 12:06:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.55,PH UNITS,401059,2.0,8,111,111,1,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11243,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3559722/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-08-20 12:06:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.55,PH UNITS,401059,2.0,8,241,81,2,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11244,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3559722/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-08-20 12:06:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.55,PH UNITS,401059,2.0,8,271,111,2,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11259,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3564327/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-09-25 14:15:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.55,PH UNITS,401059,2.0,9,81,81,1,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11260,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3564327/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-09-25 14:15:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.55,PH UNITS,401059,2.0,9,111,111,1,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11261,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3564327/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-09-25 14:15:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.55,PH UNITS,401059,2.0,9,241,81,2,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11262,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3564327/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-09-25 14:15:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.55,PH UNITS,401059,2.0,9,271,111,2,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11265,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3564327/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-09-25 14:15:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.9,MILLIGRAM PER LITRE,401059,2.0,9,100,100,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
11266,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3564327/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-09-25 14:15:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.9,MILLIGRAM PER LITRE,401059,2.0,9,154,154,1,"Solids, Suspended at 105 C",135,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
11271,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3564327/observation/6455,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-09-25 14:15:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,6455,Zinc,12.0,MICROGRAM PER LITRE,401059,2.0,9,15,15,1,Zinc,6455,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,MICROGRAM PER LITRE,2,MAXIMUM VALUE,75.0,PASS
11272,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3564327/observation/6455,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-09-25 14:15:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,6455,Zinc,12.0,MICROGRAM PER LITRE,401059,2.0,9,80,80,1,Zinc,6455,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,MICROGRAM PER LITRE,2,MAXIMUM VALUE,75.0,PASS
11277,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3567182/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-10-27 12:45:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.56,PH UNITS,401059,2.0,10,81,81,1,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11278,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3567182/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-10-27 12:45:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.56,PH UNITS,401059,2.0,10,111,111,1,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11279,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3567182/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-10-27 12:45:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.56,PH UNITS,401059,2.0,10,241,81,2,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11280,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3567182/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-10-27 12:45:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.56,PH UNITS,401059,2.0,10,271,111,2,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11283,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3567182/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-10-27 12:45:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",5.9,MILLIGRAM PER LITRE,401059,2.0,10,100,100,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
11284,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3567182/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-10-27 12:45:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",5.9,MILLIGRAM PER LITRE,401059,2.0,10,154,154,1,"Solids, Suspended at 105 C",135,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
11289,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3570196/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-11-27 13:18:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.44,PH UNITS,401059,2.0,11,81,81,1,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11290,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3570196/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-11-27 13:18:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.44,PH UNITS,401059,2.0,11,111,111,1,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11291,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3570196/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-11-27 13:18:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.44,PH UNITS,401059,2.0,11,241,81,2,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11292,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3570196/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-11-27 13:18:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.44,PH UNITS,401059,2.0,11,271,111,2,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11295,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3570196/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-11-27 13:18:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",6.6,MILLIGRAM PER LITRE,401059,2.0,11,100,100,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
11296,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3570196/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-11-27 13:18:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",6.6,MILLIGRAM PER LITRE,401059,2.0,11,154,154,1,"Solids, Suspended at 105 C",135,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
11307,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3571257/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-12-10 10:58:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.58,PH UNITS,401059,2.0,12,81,81,1,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11308,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3571257/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-12-10 10:58:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.58,PH UNITS,401059,2.0,12,111,111,1,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
11309,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3571257/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-12-10 10:58:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.58,PH UNITS,401059,2.0,12,241,81,2,pH,61,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11310,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3571257/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-12-10 10:58:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.58,PH UNITS,401059,2.0,12,271,111,2,pH,61,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
11313,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3571257/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-12-10 10:58:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.6,MILLIGRAM PER LITRE,401059,2.0,12,100,100,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,401059,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
11314,https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3571257/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,-2.3319,50.7246,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2025-12-10 10:58:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.6,MILLIGRAM PER LITRE,401059,2.0,12,154,154,1,"Solids, Suspended at 105 C",135,SW,2,ABSOLUTE,1,12,2,401059,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
11383,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3541256/observation/0111,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-01-20 09:54:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,0.93,MILLIGRAM PER LITRE,041324,9.0,1,257,97,2,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MILLIGRAM PER LITRE,9,MAXIMUM VALUE,42.0,PASS
11392,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3541256/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-01-20 09:54:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,1480.0,MICROGRAM PER LITRE,041324,9.0,1,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11398,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3543645/observation/0111,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-02-13 10:45:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,0.84,MILLIGRAM PER LITRE,041324,9.0,2,257,97,2,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MILLIGRAM PER LITRE,9,MAXIMUM VALUE,42.0,PASS
11407,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3543645/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-02-13 10:45:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,2230.0,MICROGRAM PER LITRE,041324,9.0,2,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11413,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3546423/observation/0111,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-03-11 07:56:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,1.02,MILLIGRAM PER LITRE,041324,9.0,3,257,97,2,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MILLIGRAM PER LITRE,9,MAXIMUM VALUE,42.0,PASS
11422,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3546423/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-03-11 07:56:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,1670.0,MICROGRAM PER LITRE,041324,9.0,3,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11428,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3548831/observation/0111,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-04-09 12:49:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,1.05,MILLIGRAM PER LITRE,041324,9.0,4,257,97,2,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MILLIGRAM PER LITRE,9,MAXIMUM VALUE,42.0,PASS
11437,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3548831/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-04-09 12:49:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,890.0,MICROGRAM PER LITRE,041324,9.0,4,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11443,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3553022/observation/0111,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-05-16 08:10:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,0.57,MILLIGRAM PER LITRE,041324,9.0,5,257,97,2,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MILLIGRAM PER LITRE,9,MAXIMUM VALUE,42.0,PASS
11452,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3553022/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-05-16 08:10:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,1010.0,MICROGRAM PER LITRE,041324,9.0,5,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11467,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3556255/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-06-10 09:17:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,530.0,MICROGRAM PER LITRE,041324,9.0,6,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
