PERMIT_REF,VERSION,DETE_CODE,row_count
016890005,1,135,2
016890005,1,1066,2
016890017,6,61,2
016890017,6,76,2
016890017,6,135,2
016890017,6,1066,2
016890017,6,9825,2
016890017,7,61,2
016890017,7,76,2
016890017,7,135,2
016890017,7,1066,2
016890017,7,9825,2
016890017,8,61,2
016890017,8,76,2
016890017,8,135,2
016890017,8,666,2
016890017,8,1066,2
016890017,8,9825,2
016890017,9,61,2
016890017,9,76,2
016890017,9,135,2
016890017,9,666,2
016890017,9,1066,2
016890017,9,9825,2
016890135,2,85,2
016890135,2,92,2
016890135,2,135,2
016890135,2,1066,2
016890135,2,9834,2
016890138,1,85,2
016890138,1,135,2
016890138,1,1066,2
016890151,1,61,2
016890151,1,76,2
016890151,1,85,2
016890151,1,135,2
016890151,1,1066,2
016890151,2,61,2
016890151,2,76,2
016890151,2,85,2
016890151,2,135,2
016890151,2,1066,2
016890151,3,61,2
016890151,3,76,2
016890151,3,85,2
016890151,3,135,2
016890151,3,1066,2
016890156,1,61,2
016890156,1,92,2
016890156,1,135,2
016890156,1,6455,2
016890156,1,9826,2
016890156,1,9827,2
016890156,2,61,2
016890156,2,92,2
016890156,2,135,2
016890156,2,6455,2
016890156,2,9826,2
016890162,2,61,2
016890162,2,76,3
016890162,2,135,2
016890162,2,9825,2
016890162,2,9827,3
016890165,2,61,3
016890165,2,76,2
016890165,2,111,3
016890165,2,135,2
016890165,2,763,2
016890165,2,9826,2
016890165,2,9827,2
016890165,3,61,2
016890165,3,111,2
016890165,3,135,2
016890165,3,664,2
016890165,3,763,2
016890166,1,111,2
016890167,1,135,2
016890167,2,135,2
016890169,1,76,2
016890169,1,111,2
016890169,1,135,2
016890170,1,76,2
016890170,1,111,2
016890170,1,135,2
016890170,2,76,2
016890170,2,111,2
016890170,2,135,2
016890171,1,76,2
016890171,1,111,2
016890171,1,135,2
016890172,1,111,2
016890174,1,76,2
016890174,1,111,2
016890174,1,135,2
016890177,1,76,2
016890177,1,135,2
016890186,2,61,4
016890186,2,76,4
016890186,2,111,4
016890186,2,135,4
016890186,2,9825,4
016890186,2,9827,4
016890188,1,61,2
016890188,1,76,2
016890188,1,135,2
016890188,1,172,2
016890188,1,9826,2
016890189,3,6425,2
016890195,2,85,2
016890195,2,135,2
016890195,2,1066,2
016890195,3,85,2
016890195,3,135,2
016890195,3,1066,2
016890197,1,61,2
016890197,1,76,2
016890197,1,85,2
016890197,1,135,2
016890197,1,9826,2
016890197,1,9827,2
016890197,2,61,2
016890197,2,76,2
016890197,2,85,2
016890197,2,135,2
016890197,2,3164,2
016890197,2,9826,2
016890197,2,9827,2
016890197,3,61,2
016890197,3,76,2
016890197,3,85,2
016890197,3,135,2
016890197,3,3164,2
016890197,3,9826,2
016890197,3,9827,2
016890204,1,61,4
016890204,1,85,4
016890204,1,135,4
016890204,1,1066,2
016890204,1,9826,2
016890204,1,9828,2
016890204,2,61,4
016890204,2,85,4
016890204,2,135,4
016890204,2,1066,2
016890204,2,9826,2
016890204,2,9828,2
016890204,3,61,4
016890204,3,85,4
016890204,3,135,4
016890204,3,1066,2
016890204,3,9826,2
016890204,3,9828,2
016890204,4,61,4
016890204,4,85,4
016890204,4,135,4
016890204,4,1066,2
016890204,4,9826,2
016890204,4,9828,2
016890204,5,61,4
016890204,5,85,4
016890204,5,135,4
016890204,5,1066,2
016890204,5,9826,2
016890204,5,9828,2
016890214,3,61,2
016890214,3,85,2
016890214,3,135,2
016890214,3,1049,2
016890214,3,1066,2
016890216,1,61,2
016890216,1,85,2
016890216,1,135,2
016890216,1,666,2
016890216,1,9826,2
016890218,2,61,2
016890218,2,76,2
016890218,2,85,4
016890218,2,135,5
016890218,2,9826,5
016890218,3,85,2
016890218,3,135,2
016890218,3,6425,2
016890224,2,61,3
016890224,2,76,3
016890224,2,85,3
016890224,2,135,3
