COMPANY_NAME,DISCHARGE_SITE_NAME,DISCHARGE_SITE_TYPE_CODE,DSI_TYPE_DESCRIPTION,ADD_OF_DISCHARGE_SITE_LINE_1,ADD_OF_DISCHARGE_SITE_LINE_2,ADD_OF_DISCHARGE_SITE_LINE_3,ADD_OF_DISCHARGE_SITE_LINE_4,ADD_OF_DISCHARGE_SITE_PCODE,DISTRICT_COUNCIL,DISCHARGE_NGR,CATC_NAME,CATCHMENT_CODE,EA_REGION,SOURCE,PERMIT_NUMBER,PERMIT_VERSION,RECEIVING_WATER,RECEIVING_ENVIRON_TYPE_CODE,REC_ENV_CODE_DESCRIPTION,ISSUED_DATE,EFFECTIVE_DATE,REVOCATION_DATE,STATUS_OF_PERMIT,STATUS_DESCRIPTION,OUTLET_NUMBER,OUTLET_TYPE_CODE,OUTLET_TYPE_DESCRIPTION,OUTLET_GRID_REF,EFFLUENT_NUMBER,EFFLUENT_TYPE,EFF_TYPE_DESCRIPTION,EFFLUENT_GRID_REF,DISCHARGE_EASTING,DISCHARGE_NORTHING,permit_pair
WESSEX WATER SERVICES LIMITED,SINGLE HILL PUMPING STATION,A4,Pumping Station on Sewerage Network (water company),SINGLE HILL,SHOSCOMBE,"NEAR PEASEDOWN ST JOHN, BATH",BANES,BA2 8LZ,BATH & NE SOMERSET U,ST7213056300,WELLOW/CAM/MIDFORD,53/13-,SW,EA South West Region,010825,1,ORIGINAL FWS TO WELLOW BROOK,1.0,Freshwater river,,09/12/89 00:00:00,,T1,"TEMPORARY CONSENTS (WATER ACT 1989, SECTION 113)",1,S,Sewage - water company,ST7210056200,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,ST7210056200,372130,156300,"('010825', 1)"
WESSEX WATER SERVICES LIMITED,BRASSMILL LANE (EAST) CSO,A3,Storm Tank/CSO on Sewerage Network (water company),3 AVONDALE ROAD,BATH,,SOMERSET,BA1 3EG,BATH & NE SOMERSET U,ST7262764895,TIDAL BRISTOL AVON,53/01A,SW,EA South West Region,102782,2,RIVER AVON,1.0,Freshwater river,03/21/17 00:00:00,03/21/17 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,ST7241064930,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,ST7242064970,372627,164895,"('102782', 2)"
WESSEX WATER SERVICES LIMITED,BRASSMILL LANE (EAST) CSO,A3,Storm Tank/CSO on Sewerage Network (water company),3 AVONDALE ROAD,BATH,,SOMERSET,BA1 3EG,BATH & NE SOMERSET U,ST7262764895,BRISTOL AVON MIDDLE REACH,53/01B,SW,EA South West Region,010922,5,RIVER AVON VIA SWS,1.0,Freshwater river,02/01/19 00:00:00,03/31/19 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,ST7240764929,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,ST7262764892,372627,164895,"('010922', 5)"
MR D R VOWLES,UPPER WESTON FARM,A1,Domestic property (multiple) (incl farm houses),WESTON,BATH,AVON,,,BATH & NE SOMERSET U,ST7288067230,BRISTOL AVON MIDDLE REACH,53/01B,SW,EA South West Region,102705,1,TRIBUTARY OF WEST BROOK,1.0,Freshwater river,05/14/04 00:00:00,05/14/04 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,ST7280367265,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7280367265,372880,167230,"('102705', 1)"
MR D R VOWLES,UPPER WESTON FARM,A1,Domestic property (multiple) (incl farm houses),WESTON,BATH,AVON,,,BATH & NE SOMERSET U,ST7288067230,BRISTOL AVON MIDDLE REACH,53/01B,SW,EA South West Region,010452,1,SOAKAWAY,3.0,Into land / infiltration system,,07/01/88 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,U,Sewage - not water company,ST7285067280,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7285067280,372880,167230,"('010452', 1)"
HANSON QUARRY PRODUCTS EUROPE LIMITED,WHATLEY QUARRY,08,Mineral/Gravel Extraction/Quarrying,WHATLEY,FROME,,SOMERSET,BA11 3LF,SOMERSET UA,ST7318047850,SOMERSET FROME,53/11-,SW,EA South West Region,010236,1,FORDBURY WATER,1.0,Freshwater river,,02/01/87 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,T,Trade,ST7341047940,1,TF,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,ST7330047900,373180,147850,"('010236', 1)"
HANSON QUARRY PRODUCTS EUROPE LIMITED,WHATLEY QUARRY,08,Mineral/Gravel Extraction/Quarrying,WHATLEY,FROME,,SOMERSET,BA11 3LF,SOMERSET UA,ST7318047850,MELLS,53/12-,SW,EA South West Region,012337,1,FORDBURY WATER,1.0,Freshwater river,12/09/93 00:00:00,12/01/93 00:00:00,,N3,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)",1,T,Trade,ST7295047770,1,TC,TRADE DISCHARGES - SITE DRAINAGE,ST7295047770,373180,147850,"('012337', 1)"
HANSON QUARRY PRODUCTS EUROPE LIMITED,WHATLEY QUARRY,08,Mineral/Gravel Extraction/Quarrying,WHATLEY,FROME,,SOMERSET,BA11 3LF,SOMERSET UA,ST7318047850,MELLS,53/12-,SW,EA South West Region,101476,1,RIVER MELLS,1.0,Freshwater river,07/10/01 00:00:00,06/24/01 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,ST7348048790,1,TG,TRADE DISCHARGES - MINERAL WORKINGS,ST7288048080,373180,147850,"('101476', 1)"
"HANSON QUARRY PRODUCTS EUROPE LTD, LANDS DEPT",WHATLEY QUARRY,08,Mineral/Gravel Extraction/Quarrying,WHATLEY,FROME,,SOMERSET,BA11 3LF,SOMERSET UA,ST7318047850,SOMERSET FROME,53/11-,SW,EA South West Region,010235,1,SOAKAWAY,3.0,Into land / infiltration system,,02/01/87 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,T,Trade,ST7341047960,2,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7341047960,373180,147850,"('010235', 1)"
HANSON AGGREGATES,WHATLEY QUARRY,08,Mineral/Gravel Extraction/Quarrying,WHATLEY,FROME,,SOMERSET,BA11 3LF,SOMERSET UA,ST7318047850,MELLS,53/12-,SW,EA South West Region,021242,1,TRIB OF RIVER MELLS,1.0,Freshwater river,,05/01/83 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,1,T,Trade,ST7314047890,1,TG,TRADE DISCHARGES - MINERAL WORKINGS,ST7314047890,373180,147850,"('021242', 1)"
HANSON QUARRY PRODUCTS EUROPE LIMITED,WHATLEY QUARRY,08,Mineral/Gravel Extraction/Quarrying,WHATLEY,FROME,,SOMERSET,BA11 3LF,SOMERSET UA,ST7318047850,MELLS,53/12-,SW,EA South West Region,012337,1,FORDBURY WATER,1.0,Freshwater river,12/09/93 00:00:00,12/01/93 00:00:00,,N3,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)",3,T,Trade,ST7313047890,1,TC,TRADE DISCHARGES - SITE DRAINAGE,ST7313047890,373180,147850,"('012337', 1)"
HANSON QUARRY PRODUCTS EUROPE LIMITED,WHATLEY QUARRY,08,Mineral/Gravel Extraction/Quarrying,WHATLEY,FROME,,SOMERSET,BA11 3LF,SOMERSET UA,ST7318047850,MELLS,53/12-,SW,EA South West Region,012337,1,FORDBURY WATER,1.0,Freshwater river,12/09/93 00:00:00,12/01/93 00:00:00,,N3,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)",4,T,Trade,ST7318047900,1,TC,TRADE DISCHARGES - SITE DRAINAGE,ST7313047890,373180,147850,"('012337', 1)"
HANSON QUARRY PRODUCTS EUROPE LIMITED,WHATLEY QUARRY,08,Mineral/Gravel Extraction/Quarrying,WHATLEY,FROME,,SOMERSET,BA11 3LF,SOMERSET UA,ST7318047850,MELLS,53/12-,SW,EA South West Region,012337,1,FORDBURY WATER,1.0,Freshwater river,12/09/93 00:00:00,12/01/93 00:00:00,,N3,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)",2,T,Trade,ST7306047870,1,TC,TRADE DISCHARGES - SITE DRAINAGE,ST7295047770,373180,147850,"('012337', 1)"
"HANSON QUARRY PRODUCTS EUROPE LTD, LANDS DEPT",WHATLEY QUARRY,08,Mineral/Gravel Extraction/Quarrying,WHATLEY,FROME,,SOMERSET,BA11 3LF,SOMERSET UA,ST7318047850,SOMERSET FROME,53/11-,SW,EA South West Region,010235,1,SOAKAWAY,3.0,Into land / infiltration system,,02/01/87 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,T,Trade,ST7341047960,1,TE,TRADE DISCHARGES - BOILER BLOWDOWN EFFLUENT,ST7341047960,373180,147850,"('010235', 1)"
G A MILLER,BLACKWATER FARM,A0,Domestic property (single) (incl farm house),WEST BOURTON,GILLINGHAM,DORSET,.,SP8 5PF,DORSET UA,ST7630029150,STOUR-SOURCE TO CALE,43/31-,SW,EA South West Region,400377/SA/01,1,SOAKAWAY,3.0,Into land / infiltration system,04/25/97 00:00:00,04/25/97 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,ST7640029250,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7640029250,376300,129150,"('400377/SA/01', 1)"
G A MILLER,BLACKWATER FARM,A0,Domestic property (single) (incl farm house),WEST BOURTON,GILLINGHAM,DORSET,.,SP8 5PF,DORSET UA,ST7630029150,STOUR-SOURCE TO CALE,43/31-,SW,EA South West Region,400378/SA/01,1,SOAKAWAY,3.0,Into land / infiltration system,04/25/97 00:00:00,04/25/97 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,ST7632029200,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7632029200,376300,129150,"('400378/SA/01', 1)"
MR A J GAY,CHARMYDOWN FARMHOUSE,A1,Domestic property (multiple) (incl farm houses),UPPER SWAINSWICK,BATH,AVON,,BA1 8AB,BATH & NE SOMERSET U,ST7665068870,BRISTOL AVON MIDDLE REACH,53/01B,SW,EA South West Region,021284,1,TRIB OF RIVER BRISTOL AVON,1.0,Freshwater river,,09/30/66 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,1,U,Sewage - not water company,ST7670069000,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7670069000,376650,168870,"('021284', 1)"
MR R D WALPOLE & MS J A SCADDING,CHARMYDOWN FARMHOUSE,A1,Domestic property (multiple) (incl farm houses),UPPER SWAINSWICK,BATH,AVON,,BA1 8AB,BATH & NE SOMERSET U,ST7665068870,BRISTOL AVON MIDDLE REACH,53/01B,SW,EA South West Region,010122,1,SWINBROOK,1.0,Freshwater river,,06/01/85 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,U,Sewage - not water company,ST7667068890,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7667068890,376650,168870,"('010122', 1)"
THE NATIONAL TRUST.,RAINBOW WOOD FARM,A1,Domestic property (multiple) (incl farm houses),CLAVERTON DOWN,BATH,,,,BATH & NE SOMERSET U,ST7753063880,BRISTOL AVON MIDDLE REACH,53/01B,SW,EA South West Region,010413,1,SOAKAWAY,3.0,Into land / infiltration system,,03/01/88 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,U,Sewage - not water company,ST7745063690,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7745063690,377530,163880,"('010413', 1)"
THE NATIONAL TRUST.,RAINBOW WOOD FARM,A1,Domestic property (multiple) (incl farm houses),CLAVERTON DOWN,BATH,,,,BATH & NE SOMERSET U,ST7753063880,BRISTOL AVON MIDDLE REACH,53/01B,SW,EA South West Region,010414,1,SOAKAWAY,3.0,Into land / infiltration system,,03/01/88 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,U,Sewage - not water company,ST7761063710,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7761063710,377530,163880,"('010414', 1)"
MR A M MACKINTOSH,ST ALGAR'S FARM,A0,Domestic property (single) (incl farm house),WEST WOODLANDS,FROME,SOMERSET,,,SOMERSET UA,ST7871042000,SOMERSET FROME,53/11-,SW,EA South West Region,010489,1,SOAKAWAY,3.0,Into land / infiltration system,,01/19/89 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,U,Sewage - not water company,ST7872042000,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7872042000,378710,142000,"('010489', 1)"
MR A M MACKINTOSH,ST ALGAR'S FARM,A0,Domestic property (single) (incl farm house),WEST WOODLANDS,FROME,SOMERSET,,,SOMERSET UA,ST7871042000,SOMERSET FROME,53/11-,SW,EA South West Region,020336,1,TRIB OF RIVER SOMERSET FROME,1.0,Freshwater river,,08/31/66 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,1,U,Sewage - not water company,ST7871042000,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST7871042000,378710,142000,"('020336', 1)"
PREMIER LIVESTOCK AUCTIONS LTD,FROME LIVESTOCK CENTRE,01,Farms (not house)/Crop + Animal Rearing/Plant Nursery,MOOR'S FARM,STANDERWICK,FROME,,,SOMERSET UA,ST8191050260,BISS/BITHAM BROOK,53/10-,SW,EA South West Region,010566,1,ALLEBOURNE BROOK,1.0,Freshwater river,,09/01/89 00:00:00,,N3,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)",1,T,Trade,ST8209050450,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,ST8209050450,381910,150260,"('010566', 1)"
PREMIER LIVESTOCK AUCTIONS LTD,FROME LIVESTOCK CENTRE,01,Farms (not house)/Crop + Animal Rearing/Plant Nursery,MOOR'S FARM,STANDERWICK,FROME,,,SOMERSET UA,ST8191050260,BISS/BITHAM BROOK,53/10-,SW,EA South West Region,010566,1,ALLEBOURNE BROOK,1.0,Freshwater river,,09/01/89 00:00:00,,N3,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)",2,T,Trade,ST8194050370,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,ST8194050370,381910,150260,"('010566', 1)"
FROME LIVESTOCK AUCTIONEERS LIMITED,FROME LIVESTOCK CENTRE,01,Farms (not house)/Crop + Animal Rearing/Plant Nursery,MOOR'S FARM,STANDERWICK,FROME,,,SOMERSET UA,ST8191050260,BISS/BITHAM BROOK,53/10-,SW,EA South West Region,011351,2,TO GROUND OR BLISS BROOK,3.0,Into land / infiltration system,02/03/12 00:00:00,02/03/12 00:00:00,,E7,VARIED UNDER EPR 2010,1,U,Sewage - not water company,ST8195050356,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8192850333,381910,150260,"('011351', 2)"
FROME LIVESTOCK AUCTIONEERS LIMITED,FROME LIVESTOCK CENTRE,01,Farms (not house)/Crop + Animal Rearing/Plant Nursery,MOOR'S FARM,STANDERWICK,FROME,,,SOMERSET UA,ST8191050260,BISS/BITHAM BROOK,53/10-,SW,EA South West Region,011351,2,TO GROUND OR BLISS BROOK,1.0,Freshwater river,02/03/12 00:00:00,02/03/12 00:00:00,,E7,VARIED UNDER EPR 2010,2,U,Sewage - not water company,ST8199150380,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8199150380,381910,150260,"('011351', 2)"
WESSEX WATER SERVICES LIMITED,POUND LANE CSO,A3,Storm Tank/CSO on Sewerage Network (water company),CULVER CLOSE RECREATION GROUND,BRADFORD-ON AVON,,WILTSHIRE,BA15 1LF,WILTSHIRE UA,ST8252560494,BRISTOL AVON UPPER REACH,53/01C,SW,EA South West Region,101650,2,RIVER AVON,1.0,Freshwater river,03/31/16 00:00:00,03/31/16 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,ST8223160505,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,ST8252560494,382525,160494,"('101650', 2)"
WESSEX WATER SERVICES LIMITED,POUND LANE CSO,A3,Storm Tank/CSO on Sewerage Network (water company),CULVER CLOSE RECREATION GROUND,BRADFORD-ON AVON,,WILTSHIRE,BA15 1LF,WILTSHIRE UA,ST8252560494,,,SW,EA South West Region,EPRAB3354GS,1,RIVER AVON,1.0,Freshwater river,11/06/23 00:00:00,11/06/23 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,T,Trade,ST8223860505,1,TC,TRADE DISCHARGES - SITE DRAINAGE,ST8252860493,382525,160494,"('EPRAB3354GS', 1)"
MR R MURRAY-LEACH,NETTLETON MILL,A0,Domestic property (single) (incl farm house),NETTLETON,CASTLE COMBE,CHIPPENHAM,WILTSHIRE,,WILTSHIRE UA,ST8340077500,BY BROOK/DONCOMBE BROOK,53/04-,SW,EA South West Region,010276,1,BROADMEAD BROOK,1.0,Freshwater river,,01/01/87 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,D,Miscellaneous,ST8332077540,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,ST8332077540,383400,177500,"('010276', 1)"
MR R MURRAY-LEACH,NETTLETON MILL,A0,Domestic property (single) (incl farm house),NETTLETON,CASTLE COMBE,CHIPPENHAM,WILTSHIRE,,WILTSHIRE UA,ST8340077500,BY BROOK/DONCOMBE BROOK,53/04-,SW,EA South West Region,010260,1,BROADMEAD BROOK,1.0,Freshwater river,,01/01/87 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,U,Sewage - not water company,ST8330077520,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8330077530,383400,177500,"('010260', 1)"
MR R MURRAY-LEACH,NETTLETON MILL,A0,Domestic property (single) (incl farm house),NETTLETON,CASTLE COMBE,CHIPPENHAM,WILTSHIRE,,WILTSHIRE UA,ST8340077500,BY BROOK/DONCOMBE BROOK,53/04-,SW,EA South West Region,010276,1,BROADMEAD BROOK,1.0,Freshwater river,,01/01/87 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",2,T,Trade,ST8334077530,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,ST8334077530,383400,177500,"('010276', 1)"
MR PAUL ROBIN WALKER,THE OLD CHAPEL,A0,Domestic property (single) (incl farm house),NORTH STREET,WINTERBORNE STICKLAND,DORSET,.,DT11 0NL,DORSET UA,ST8352004630,STOUR-CALE TO ALLEN,43/34-,SW,EA South West Region,400712,1,SOAKAWAY,3.0,Into land / infiltration system,07/08/99 00:00:00,04/16/99 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,U,Sewage - not water company,ST8357004610,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8357004610,383520,104630,"('400712', 1)"
MRS PATRICIA WHITE,THE OLD CHAPEL,A0,Domestic property (single) (incl farm house),NORTH STREET,WINTERBORNE STICKLAND,DORSET,.,DT11 0NL,DORSET UA,ST8352004630,STOUR-CALE TO ALLEN,43/34-,SW,EA South West Region,400104/SA/01,1,SOAKAWAY,3.0,Into land / infiltration system,01/29/97 00:00:00,01/29/97 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,ST8353004640,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8353004640,383520,104630,"('400104/SA/01', 1)"
CALCOT MANOR HOTEL LTD,CALCOT MANOR HOTEL LTD,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,THE BARN,CALCOT MANOR,NR TETBURY,GLOUCESTERSHIRE,GL8 8YJ,COTSWOLD,ST8403094870,TETBURY AVON,53/06-,SW,EA South West Region,103379,1,SOAKAWAY,3.0,Into land / infiltration system,04/21/06 00:00:00,04/21/06 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,ST8397094950,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8397094950,384030,194870,"('103379', 1)"
CALCOT HEALTH & LEISURE LTD,CALCOT MANOR HOTEL LTD,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,THE BARN,CALCOT MANOR,NR TETBURY,GLOUCESTERSHIRE,GL8 8YJ,COTSWOLD,ST8403094870,TETBURY AVON,53/06-,SW,EA South West Region,103376,1,SOAKAWAY,3.0,Into land / infiltration system,04/26/06 00:00:00,04/26/06 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,ST8406094900,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8406094900,384030,194870,"('103376', 1)"
CALCOT MANOR HOTEL LTD,CALCOT MANOR HOTEL LTD,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,THE BARN,CALCOT MANOR,NR TETBURY,GLOUCESTERSHIRE,GL8 8YJ,COTSWOLD,ST8403094870,TETBURY AVON,53/06-,SW,EA South West Region,103377,2,SOAKAWAY,3.0,Into land / infiltration system,12/17/12 00:00:00,12/17/12 00:00:00,,E7,VARIED UNDER EPR 2010,1,U,Sewage - not water company,ST8396694971,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8396694971,384030,194870,"('103377', 2)"
MR M CURTIS & MISS J BOWLING,RESCORLA,A0,Domestic property (single) (incl farm house),46B KINGSTON DEVERIL,WARMINSTER,WILTSHIRE,.,BA12 7HF,WILTSHIRE UA,ST8439137030,WYLYE,43/23-,SW,EA South West Region,400286/PW/01,1,RIVER WYLE,1.0,Freshwater river,05/21/97 00:00:00,05/21/97 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,ST8438037060,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8438037060,384391,137030,"('400286/PW/01', 1)"
G J GWATKIN-YOUNG,RESCORLA,A0,Domestic property (single) (incl farm house),46B KINGSTON DEVERIL,WARMINSTER,WILTSHIRE,.,BA12 7HF,WILTSHIRE UA,ST8439137030,WYLYE,43/23-,SW,EA South West Region,400152/TS/01,1,RIVER WYLE,1.0,Freshwater river,04/25/97 00:00:00,04/25/97 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,ST8438037060,1,TC,TRADE DISCHARGES - SITE DRAINAGE,ST8438037060,384391,137030,"('400152/TS/01', 1)"
DIRECTOR OF ARBORETA,WESTONBIRT ARBORETUM,47,Shop incl Garden Centre/Retail Trade(not Motor Vehicle),WESTONBIRT,TETBURY,GLOUCESTERSHIRE,.,GL8 8QS,COTSWOLD,ST8521089720,TETBURY AVON,53/06-,SW,EA South West Region,103022,3,SOAKAWAY,3.0,Into land / infiltration system,03/28/13 00:00:00,03/28/12 00:00:00,,E7,VARIED UNDER EPR 2010,1,U,Sewage - not water company,ST8482089810,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8482089810,385210,189720,"('103022', 3)"
DIRECTOR OF ARBORETA,WESTONBIRT ARBORETUM,47,Shop incl Garden Centre/Retail Trade(not Motor Vehicle),WESTONBIRT,TETBURY,GLOUCESTERSHIRE,.,GL8 8QS,COTSWOLD,ST8521089720,TETBURY AVON,53/06-,SW,EA South West Region,103023,2,SOAKAWAY,3.0,Into land / infiltration system,11/02/11 00:00:00,11/02/11 00:00:00,,E7,VARIED UNDER EPR 2010,1,U,Sewage - not water company,ST8512089650,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,ST8512089650,385210,189720,"('103023', 2)"
SHEET ANCHOR INVESTMENTS LTD,THE SHIRES PHASE I,47,Shop incl Garden Centre/Retail Trade(not Motor Vehicle),BYTHESEA ROAD,TROWBRIDGE,WILTSHIRE,,,WILTSHIRE UA,ST8532057830,BISS/BITHAM BROOK,53/10-,SW,EA South West Region,010397,1,"BISS, RIVER",1.0,Freshwater river,,05/01/88 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",2,T,Trade,ST8545057780,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,ST8545057780,385320,157830,"('010397', 1)"
SHEET ANCHOR INVESTMENTS LTD,THE SHIRES PHASE I,47,Shop incl Garden Centre/Retail Trade(not Motor Vehicle),BYTHESEA ROAD,TROWBRIDGE,WILTSHIRE,,,WILTSHIRE UA,ST8532057830,BISS/BITHAM BROOK,53/10-,SW,EA South West Region,010383,1,BISS RIVER,1.0,Freshwater river,,05/01/88 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,T,Trade,ST8546057840,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,ST8546057840,385320,157830,"('010383', 1)"
SHEET ANCHOR INVESTMENTS LTD,THE SHIRES PHASE I,47,Shop incl Garden Centre/Retail Trade(not Motor Vehicle),BYTHESEA ROAD,TROWBRIDGE,WILTSHIRE,,,WILTSHIRE UA,ST8532057830,BISS/BITHAM BROOK,53/10-,SW,EA South West Region,010397,1,"BISS, RIVER",1.0,Freshwater river,,05/01/88 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",3,T,Trade,ST8547057800,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,ST8547057800,385320,157830,"('010397', 1)"
SHEET ANCHOR INVESTMENTS LTD,THE SHIRES PHASE I,47,Shop incl Garden Centre/Retail Trade(not Motor Vehicle),BYTHESEA ROAD,TROWBRIDGE,WILTSHIRE,,,WILTSHIRE UA,ST8532057830,BISS/BITHAM BROOK,53/10-,SW,EA South West Region,010397,1,"BISS, RIVER",1.0,Freshwater river,,05/01/88 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,T,Trade,ST8545057780,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,ST8545057780,385320,157830,"('010397', 1)"
